root(nselect:0) 	 	 Verbo(nselect:0)
{war, warfare}(nselect:2) 	 	 {biological warfare, BW, biological attack, biologic attack, bioattack}(nselect:0)
{war, warfare}(nselect:2) 	 	 {information warfare, IW}(nselect:0)
{war, warfare}(nselect:2) 	 	 {jihad, jehad, international jihad}(nselect:0)
{war, warfare}(nselect:2) 	 	 {world war}(nselect:0)
{war, warfare}(nselect:2) 	 	 {hot war}(nselect:0)
{group action}(nselect:0) 	 	 {conflict, struggle, battle}(nselect:0)
{conflict, struggle, battle}(nselect:0) 	 	 {class struggle, class war, class warfare}(nselect:0)
{conflict, struggle, battle}(nselect:0) 	 	 {pacification, counterinsurgency}(nselect:0)
{conflict, struggle, battle}(nselect:0) 	 	 {strife}(nselect:0)
{conflict, struggle, battle}(nselect:0) 	 	 {tug-of-war}(nselect:0)
{conflict, struggle, battle}(nselect:0) 	 	 {turf war}(nselect:0)
{conflict, struggle, battle}(nselect:0) 	 	 {fight, fighting, combat, scrap}(nselect:0)
{conflict, struggle, battle}(nselect:0) 	 	 {feud}(nselect:0)
{conflict, struggle, battle}(nselect:0) 	 	 {war, warfare}(nselect:0)
{conflict, struggle, battle}(nselect:0) 	 	 {rebellion, insurrection, revolt, rising, uprising}(nselect:11)
{rebellion, insurrection, revolt, rising, uprising}(nselect:11) 	 	 {insurgency, insurgence}(nselect:0)
{rebellion, insurrection, revolt, rising, uprising}(nselect:11) 	 	 {intifada, intifadah}(nselect:0)
{rebellion, insurrection, revolt, rising, uprising}(nselect:11) 	 	 {mutiny}(nselect:0)
{group action}(nselect:0) 	 	 {revolution}(nselect:0)
{group action}(nselect:0) 	 	 {social activity}(nselect:0)
{group action}(nselect:0) 	 	 {communalism}(nselect:0)
{group action}(nselect:0) 	 	 {confederation, alliance}(nselect:0)
{group action}(nselect:0) 	 	 {decolonization, decolonisation}(nselect:0)
{group action}(nselect:0) 	 	 {disbandment}(nselect:0)
{group action}(nselect:0) 	 	 {disestablishment}(nselect:0)
{group action}(nselect:0) 	 	 {stampede}(nselect:0)
{group action}(nselect:0) 	 	 {coup d'etat, coup, putsch, takeover}(nselect:0)
{group action}(nselect:0) 	 	 {internationalization, internationalisation}(nselect:0)
{group action}(nselect:0) 	 	 {nationalization, nationalisation}(nselect:0)
{group action}(nselect:0) 	 	 {exchange, interchange}(nselect:0)
{group action}(nselect:0) 	 	 {rally, exchange}(nselect:0)
{group action}(nselect:0) 	 	 {submission, compliance}(nselect:0)
{group action}(nselect:0) 	 	 {competition, contention, rivalry}(nselect:0)
{group action}(nselect:0) 	 	 {resistance}(nselect:0)
{group action}(nselect:0) 	 	 {nonresistance}(nselect:0)
{group action}(nselect:0) 	 	 {legalization, legalisation, legitimation}(nselect:0)
{group action}(nselect:0) 	 	 {separation}(nselect:0)
{group action}(nselect:0) 	 	 {integration, integrating, desegregation}(nselect:0)
{group action}(nselect:0) 	 	 {cooperation}(nselect:0)
{group action}(nselect:0) 	 	 {brainstorming}(nselect:0)
{group action}(nselect:0) 	 	 {assembly, assemblage, gathering}(nselect:0)
{group action}(nselect:0) 	 	 {attendance, attending}(nselect:0)
{group action}(nselect:0) 	 	 {nonattendance}(nselect:0)
{group action}(nselect:0) 	 	 {return, paying back, getting even}(nselect:0)
{group action}(nselect:0) 	 	 {democratization, democratisation}(nselect:0)
{group action}(nselect:0) 	 	 {engagement, participation, involvement, involution}(nselect:3)
{engagement, participation, involvement, involution}(nselect:3) 	 	 {commitment}(nselect:0)
{engagement, participation, involvement, involution}(nselect:3) 	 	 {intervention, intercession}(nselect:0)
{engagement, participation, involvement, involution}(nselect:3) 	 	 {group participation}(nselect:0)
{group action}(nselect:0) 	 	 {non-engagement, nonparticipation, non-involvement}(nselect:0)
{group action}(nselect:0) 	 	 {ethnic cleansing}(nselect:0)
{group action}(nselect:0) 	 	 {socialization, socialisation}(nselect:0)
{group action}(nselect:0) 	 	 {action}(nselect:2)
{act, deed, human action, human activity}(nselect:0) 	 	 {acquiring, getting}(nselect:0)
{acquiring, getting}(nselect:0) 	 	 {appropriation}(nselect:0)
{appropriation}(nselect:0) 	 	 {borrowing, adoption}(nselect:0)
{appropriation}(nselect:0) 	 	 {preemption, pre-emption}(nselect:0)
{appropriation}(nselect:0) 	 	 {sequestration, requisition}(nselect:0)
{appropriation}(nselect:0) 	 	 {seizure}(nselect:10)
{seizure}(nselect:10) 	 	 {confiscation, arrogation}(nselect:0)
{seizure}(nselect:10) 	 	 {distress, distraint}(nselect:0)
{seizure}(nselect:10) 	 	 {impoundment, impounding, internment, poundage}(nselect:0)
{seizure}(nselect:10) 	 	 {impress, impressment}(nselect:0)
{seizure}(nselect:10) 	 	 {recapture}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {nonaccomplishment, nonachievement}(nselect:0)
{nonaccomplishment, nonachievement}(nselect:0) 	 	 {mistake, error, fault}(nselect:0)
{nonaccomplishment, nonachievement}(nselect:0) 	 	 {negligence, carelessness, neglect, nonperformance}(nselect:0)
{nonaccomplishment, nonachievement}(nselect:0) 	 	 {failure}(nselect:5)
{failure}(nselect:5) 	 	 {failing, flunk}(nselect:0)
{failure}(nselect:5) 	 	 {naught}(nselect:0)
{failure}(nselect:5) 	 	 {loss}(nselect:0)
{failure}(nselect:5) 	 	 {backsliding, lapse, lapsing, relapse, relapsing, reversion, reverting}(nselect:0)
{failure}(nselect:5) 	 	 {error, misplay}(nselect:0)
{failure}(nselect:5) 	 	 {out}(nselect:0)
{failure}(nselect:5) 	 	 {nonconformity, nonconformance}(nselect:0)
{failure}(nselect:5) 	 	 {default, nonpayment, nonremittal}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {action}(nselect:0)
{action}(nselect:0) 	 	 {change}(nselect:0)
{change}(nselect:0) 	 	 {motion, movement, move}(nselect:0)
{motion, movement, move}(nselect:0) 	 	 {travel, traveling, travelling}(nselect:0)
{travel, traveling, travelling}(nselect:0) 	 	 {journey, journeying}(nselect:0)
{journey, journeying}(nselect:0) 	 	 {commute}(nselect:0)
{journey, journeying}(nselect:0) 	 	 {drive, ride}(nselect:0)
{journey, journeying}(nselect:0) 	 	 {long haul}(nselect:0)
{journey, journeying}(nselect:0) 	 	 {mush}(nselect:0)
{journey, journeying}(nselect:0) 	 	 {odyssey}(nselect:0)
{journey, journeying}(nselect:0) 	 	 {passage, transit}(nselect:0)
{journey, journeying}(nselect:0) 	 	 {expedition}(nselect:0)
{journey, journeying}(nselect:0) 	 	 {digression, excursion}(nselect:0)
{journey, journeying}(nselect:0) 	 	 {schlep, shlep}(nselect:0)
{journey, journeying}(nselect:0) 	 	 {trek}(nselect:0)
{journey, journeying}(nselect:0) 	 	 {tour, circuit}(nselect:0)
{journey, journeying}(nselect:0) 	 	 {pilgrimage, pilgrim's journey}(nselect:0)
{journey, journeying}(nselect:0) 	 	 {excursion, jaunt, outing, junket, pleasure trip, expedition, sashay}(nselect:0)
{journey, journeying}(nselect:0) 	 	 {voyage}(nselect:0)
{journey, journeying}(nselect:0) 	 	 {way}(nselect:0)
{journey, journeying}(nselect:0) 	 	 {trip}(nselect:3)
{trip}(nselect:3) 	 	 {flight}(nselect:20)
{flight}(nselect:20) 	 	 {connecting flight}(nselect:0)
{flight}(nselect:20) 	 	 {direct flight}(nselect:0)
{flight}(nselect:20) 	 	 {domestic flight}(nselect:0)
{flight}(nselect:20) 	 	 {international flight}(nselect:0)
{flight}(nselect:20) 	 	 {nonstop flight, nonstop}(nselect:0)
{flight}(nselect:20) 	 	 {redeye, redeye flight}(nselect:0)
{trip}(nselect:3) 	 	 {junket}(nselect:0)
{trip}(nselect:3) 	 	 {round trip}(nselect:0)
{trip}(nselect:3) 	 	 {run}(nselect:0)
{trip}(nselect:3) 	 	 {run}(nselect:0)
{trip}(nselect:3) 	 	 {trek}(nselect:0)
{trip}(nselect:3) 	 	 {errand}(nselect:0)
{trip}(nselect:3) 	 	 {service call}(nselect:0)
{travel, traveling, travelling}(nselect:0) 	 	 {air travel, aviation, air}(nselect:0)
{air travel, aviation, air}(nselect:0) 	 	 {flight, flying}(nselect:7)
{flight, flying}(nselect:7) 	 	 {acrobatics, aerobatics, stunting, stunt flying}(nselect:0)
{flight, flying}(nselect:7) 	 	 {blind flying, blind landing}(nselect:0)
{flight, flying}(nselect:7) 	 	 {ballooning}(nselect:0)
{flight, flying}(nselect:7) 	 	 {flyover, fly-by, flypast}(nselect:0)
{flight, flying}(nselect:7) 	 	 {glide, gliding, sailplaning, soaring, sailing}(nselect:0)
{flight, flying}(nselect:7) 	 	 {maiden flight}(nselect:0)
{flight, flying}(nselect:7) 	 	 {overflight}(nselect:0)
{flight, flying}(nselect:7) 	 	 {pass}(nselect:0)
{flight, flying}(nselect:7) 	 	 {solo}(nselect:0)
{flight, flying}(nselect:7) 	 	 {sortie}(nselect:0)
{flight, flying}(nselect:7) 	 	 {terrain flight, low level flight}(nselect:0)
{motion, movement, move}(nselect:0) 	 	 {approach, approaching, coming}(nselect:0)
{motion, movement, move}(nselect:0) 	 	 {locomotion, travel}(nselect:0)
{motion, movement, move}(nselect:0) 	 	 {lurch, lunge}(nselect:0)
{motion, movement, move}(nselect:0) 	 	 {pursuit, chase, pursual, following}(nselect:0)
{motion, movement, move}(nselect:0) 	 	 {rise, ascent, ascension, ascending}(nselect:0)
{motion, movement, move}(nselect:0) 	 	 {descent}(nselect:0)
{motion, movement, move}(nselect:0) 	 	 {swing, swinging, vacillation}(nselect:0)
{motion, movement, move}(nselect:0) 	 	 {return}(nselect:0)
{motion, movement, move}(nselect:0) 	 	 {slide, glide, coast}(nselect:0)
{motion, movement, move}(nselect:0) 	 	 {slippage}(nselect:0)
{motion, movement, move}(nselect:0) 	 	 {flow, stream}(nselect:0)
{motion, movement, move}(nselect:0) 	 	 {crawl}(nselect:0)
{motion, movement, move}(nselect:0) 	 	 {speed, speeding, hurrying}(nselect:0)
{motion, movement, move}(nselect:0) 	 	 {translation, displacement}(nselect:0)
{motion, movement, move}(nselect:0) 	 	 {shift, shifting}(nselect:0)
{motion, movement, move}(nselect:0) 	 	 {haste, hurry, rush, rushing}(nselect:0)
{motion, movement, move}(nselect:0) 	 	 {maneuver, manoeuvre, play}(nselect:0)
{motion, movement, move}(nselect:0) 	 	 {migration}(nselect:0)
{motion, movement, move}(nselect:0) 	 	 {progress, progression, procession, advance, advancement, forward motion, onward motion}(nselect:3)
{progress, progression, procession, advance, advancement, forward motion, onward motion}(nselect:3) 	 	 {push}(nselect:0)
{progress, progression, procession, advance, advancement, forward motion, onward motion}(nselect:3) 	 	 {career, life history}(nselect:0)
{progress, progression, procession, advance, advancement, forward motion, onward motion}(nselect:3) 	 	 {march}(nselect:0)
{progress, progression, procession, advance, advancement, forward motion, onward motion}(nselect:3) 	 	 {plain sailing, clear sailing, easy going}(nselect:0)
{progress, progression, procession, advance, advancement, forward motion, onward motion}(nselect:3) 	 	 {leapfrog}(nselect:0)
{change}(nselect:0) 	 	 {change of state}(nselect:0)
{change of state}(nselect:0) 	 	 {aeration}(nselect:0)
{change of state}(nselect:0) 	 	 {passage, transition}(nselect:0)
{change of state}(nselect:0) 	 	 {meddling, tampering}(nselect:0)
{change of state}(nselect:0) 	 	 {transfer, transference}(nselect:0)
{change of state}(nselect:0) 	 	 {termination, ending, conclusion}(nselect:0)
{change of state}(nselect:0) 	 	 {nullification, override}(nselect:0)
{nullification, override}(nselect:0) 	 	 {vitiation}(nselect:0)
{nullification, override}(nselect:0) 	 	 {neutralization, neutralisation, counteraction}(nselect:0)
{nullification, override}(nselect:0) 	 	 {neutralization, neutralisation}(nselect:0)
{nullification, override}(nselect:0) 	 	 {cancellation}(nselect:6)
{cancellation}(nselect:6) 	 	 {abrogation, repeal, annulment}(nselect:0)
{cancellation}(nselect:6) 	 	 {write-off}(nselect:0)
{cancellation}(nselect:6) 	 	 {attainder, civil death}(nselect:0)
{cancellation}(nselect:6) 	 	 {recission, rescission}(nselect:0)
{change of state}(nselect:0) 	 	 {reversal}(nselect:0)
{change of state}(nselect:0) 	 	 {beginning, start, commencement}(nselect:0)
{change of state}(nselect:0) 	 	 {arousal, rousing}(nselect:0)
{change of state}(nselect:0) 	 	 {cooking, cookery, preparation}(nselect:0)
{change of state}(nselect:0) 	 	 {seasoning}(nselect:0)
{change of state}(nselect:0) 	 	 {infusion}(nselect:0)
{change of state}(nselect:0) 	 	 {improvement}(nselect:0)
{improvement}(nselect:0) 	 	 {cleaning, cleansing, cleanup}(nselect:0)
{cleaning, cleansing, cleanup}(nselect:0) 	 	 {disinfestation}(nselect:0)
{cleaning, cleansing, cleanup}(nselect:0) 	 	 {spring-cleaning}(nselect:0)
{cleaning, cleansing, cleanup}(nselect:0) 	 	 {scrub, scrubbing, scouring}(nselect:0)
{cleaning, cleansing, cleanup}(nselect:0) 	 	 {dry cleaning}(nselect:0)
{cleaning, cleansing, cleanup}(nselect:0) 	 	 {sweeping}(nselect:0)
{cleaning, cleansing, cleanup}(nselect:0) 	 	 {purge, purging}(nselect:0)
{cleaning, cleansing, cleanup}(nselect:0) 	 	 {purification}(nselect:0)
{cleaning, cleansing, cleanup}(nselect:0) 	 	 {sterilization, sterilisation}(nselect:0)
{cleaning, cleansing, cleanup}(nselect:0) 	 	 {depilation, epilation}(nselect:0)
{cleaning, cleansing, cleanup}(nselect:0) 	 	 {washup, bathing}(nselect:0)
{cleaning, cleansing, cleanup}(nselect:0) 	 	 {housecleaning}(nselect:0)
{cleaning, cleansing, cleanup}(nselect:0) 	 	 {sanitation, sanitization, sanitisation}(nselect:8)
{improvement}(nselect:0) 	 	 {tenderization, tenderisation}(nselect:0)
{improvement}(nselect:0) 	 	 {development}(nselect:0)
{improvement}(nselect:0) 	 	 {correction, rectification}(nselect:0)
{improvement}(nselect:0) 	 	 {optimization, optimisation}(nselect:0)
{improvement}(nselect:0) 	 	 {perfection}(nselect:0)
{improvement}(nselect:0) 	 	 {reform}(nselect:0)
{improvement}(nselect:0) 	 	 {amelioration, melioration, betterment}(nselect:0)
{improvement}(nselect:0) 	 	 {self-improvement, self-reformation}(nselect:0)
{improvement}(nselect:0) 	 	 {clearing, clarification}(nselect:0)
{improvement}(nselect:0) 	 	 {enrichment}(nselect:0)
{improvement}(nselect:0) 	 	 {humanization, humanisation}(nselect:0)
{improvement}(nselect:0) 	 	 {modernization, modernisation}(nselect:0)
{improvement}(nselect:0) 	 	 {enhancement, sweetening}(nselect:0)
{improvement}(nselect:0) 	 	 {upturn}(nselect:0)
{improvement}(nselect:0) 	 	 {ventilation, airing}(nselect:0)
{improvement}(nselect:0) 	 	 {repair, fix, fixing, fixture, mend, mending, reparation}(nselect:0)
{improvement}(nselect:0) 	 	 {stabilization, stabilisation}(nselect:0)
{improvement}(nselect:0) 	 	 {upgrade}(nselect:0)
{improvement}(nselect:0) 	 	 {renovation, redevelopment, overhaul}(nselect:16)
{renovation, redevelopment, overhaul}(nselect:16) 	 	 {face lift, facelift, face lifting}(nselect:0)
{change of state}(nselect:0) 	 	 {beautification}(nselect:0)
{change of state}(nselect:0) 	 	 {decoration}(nselect:0)
{change of state}(nselect:0) 	 	 {worsening}(nselect:0)
{change of state}(nselect:0) 	 	 {change of color}(nselect:0)
{change of state}(nselect:0) 	 	 {soiling, soilure, dirtying}(nselect:0)
{change of state}(nselect:0) 	 	 {wetting}(nselect:0)
{change of state}(nselect:0) 	 	 {chew, chewing, mastication, manduction}(nselect:0)
{change of state}(nselect:0) 	 	 {defoliation}(nselect:0)
{change of state}(nselect:0) 	 	 {specialization, specialisation}(nselect:0)
{change of state}(nselect:0) 	 	 {spiritualization, spiritualisation}(nselect:0)
{change of state}(nselect:0) 	 	 {degradation, debasement}(nselect:3)
{degradation, debasement}(nselect:3) 	 	 {dehumanization, dehumanisation}(nselect:0)
{degradation, debasement}(nselect:3) 	 	 {brutalization, brutalisation, animalization, animalisation}(nselect:0)
{degradation, debasement}(nselect:3) 	 	 {barbarization, barbarisation}(nselect:0)
{degradation, debasement}(nselect:3) 	 	 {bastardization, bastardisation}(nselect:0)
{degradation, debasement}(nselect:3) 	 	 {corruption, subversion}(nselect:0)
{degradation, debasement}(nselect:3) 	 	 {demoralization, demoralisation}(nselect:0)
{degradation, debasement}(nselect:3) 	 	 {stultification, constipation, impairment, deadening}(nselect:0)
{degradation, debasement}(nselect:3) 	 	 {popularization, popularisation, vulgarization, vulgarisation}(nselect:0)
{degradation, debasement}(nselect:3) 	 	 {profanation}(nselect:0)
{degradation, debasement}(nselect:3) 	 	 {humiliation, abasement}(nselect:0)
{degradation, debasement}(nselect:3) 	 	 {vulgarization, vulgarisation}(nselect:0)
{change}(nselect:0) 	 	 {change of integrity}(nselect:0)
{change of integrity}(nselect:0) 	 	 {separation}(nselect:0)
{separation}(nselect:0) 	 	 {removal, remotion}(nselect:0)
{removal, remotion}(nselect:0) 	 	 {denudation, stripping, uncovering, baring, husking}(nselect:0)
{denudation, stripping, uncovering, baring, husking}(nselect:0) 	 	 {cornhusking}(nselect:0)
{denudation, stripping, uncovering, baring, husking}(nselect:0) 	 	 {deforestation, disforestation}(nselect:2)
{action}(nselect:0) 	 	 {choice, selection, option, pick}(nselect:0)
{choice, selection, option, pick}(nselect:0) 	 	 {decision, determination, conclusion}(nselect:0)
{decision, determination, conclusion}(nselect:0) 	 	 {move}(nselect:0)
{move}(nselect:0) 	 	 {maneuver, manoeuvre, tactical maneuver, tactical manoeuvre}(nselect:0)
{maneuver, manoeuvre, tactical maneuver, tactical manoeuvre}(nselect:0) 	 	 {parking}(nselect:0)
{maneuver, manoeuvre, tactical maneuver, tactical manoeuvre}(nselect:0) 	 	 {device, gimmick, twist}(nselect:0)
{maneuver, manoeuvre, tactical maneuver, tactical manoeuvre}(nselect:0) 	 	 {feint}(nselect:0)
{maneuver, manoeuvre, tactical maneuver, tactical manoeuvre}(nselect:0) 	 	 {footwork}(nselect:0)
{maneuver, manoeuvre, tactical maneuver, tactical manoeuvre}(nselect:0) 	 	 {ploy, gambit, stratagem}(nselect:0)
{maneuver, manoeuvre, tactical maneuver, tactical manoeuvre}(nselect:0) 	 	 {ruse, artifice}(nselect:0)
{maneuver, manoeuvre, tactical maneuver, tactical manoeuvre}(nselect:0) 	 	 {measure, step}(nselect:10)
{measure, step}(nselect:10) 	 	 {countermeasure}(nselect:0)
{measure, step}(nselect:10) 	 	 {shark repellent, porcupine provision}(nselect:0)
{measure, step}(nselect:10) 	 	 {precaution, safeguard, guard}(nselect:0)
{action}(nselect:0) 	 	 {arrival}(nselect:5)
{arrival}(nselect:5) 	 	 {entrance, entering, entry, ingress, incoming}(nselect:0)
{arrival}(nselect:5) 	 	 {appearance}(nselect:0)
{arrival}(nselect:5) 	 	 {return, homecoming}(nselect:0)
{arrival}(nselect:5) 	 	 {anchorage}(nselect:0)
{arrival}(nselect:5) 	 	 {docking, moorage, dockage, tying up}(nselect:0)
{arrival}(nselect:5) 	 	 {landing}(nselect:7)
{landing}(nselect:7) 	 	 {amphibious landing}(nselect:0)
{landing}(nselect:7) 	 	 {debarkation, disembarkation, disembarkment}(nselect:0)
{arrival}(nselect:5) 	 	 {check-in}(nselect:0)
{arrival}(nselect:5) 	 	 {landing}(nselect:5)
{landing}(nselect:5) 	 	 {touchdown}(nselect:0)
{landing}(nselect:5) 	 	 {aircraft landing, airplane landing}(nselect:0)
{landing}(nselect:5) 	 	 {splashdown}(nselect:0)
{action}(nselect:0) 	 	 {thing}(nselect:0)
{action}(nselect:0) 	 	 {kindness, benignity}(nselect:0)
{action}(nselect:0) 	 	 {accomplishment, achievement}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {beachhead, foothold}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {cakewalk}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {feat, effort, exploit}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {masterpiece}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {masterstroke}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {credit}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {performance}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {record, track record}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {fait accompli, accomplished fact}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {going, sledding}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {arrival, reaching}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {close call, close shave, squeak, squeaker, narrow escape}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {attainment}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {base on balls, walk, pass}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {haymaking}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {face saver, face saving}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {recruitment, enlisting}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {smooth}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {liberation, release, freeing}(nselect:4)
{liberation, release, freeing}(nselect:4) 	 	 {jail delivery}(nselect:0)
{liberation, release, freeing}(nselect:4) 	 	 {deregulation, deregulating}(nselect:0)
{liberation, release, freeing}(nselect:4) 	 	 {relief}(nselect:0)
{liberation, release, freeing}(nselect:4) 	 	 {unsnarling, untangling, disentanglement, extrication}(nselect:0)
{liberation, release, freeing}(nselect:4) 	 	 {emancipation}(nselect:0)
{liberation, release, freeing}(nselect:4) 	 	 {clearing}(nselect:0)
{liberation, release, freeing}(nselect:4) 	 	 {manumission}(nselect:0)
{liberation, release, freeing}(nselect:4) 	 	 {parole}(nselect:0)
{liberation, release, freeing}(nselect:4) 	 	 {probation}(nselect:0)
{action}(nselect:0) 	 	 {alienation}(nselect:0)
{action}(nselect:0) 	 	 {application}(nselect:0)
{action}(nselect:0) 	 	 {res gestae}(nselect:0)
{action}(nselect:0) 	 	 {course, course of action}(nselect:0)
{action}(nselect:0) 	 	 {interaction}(nselect:0)
{action}(nselect:0) 	 	 {fetch}(nselect:0)
{action}(nselect:0) 	 	 {playing}(nselect:0)
{action}(nselect:0) 	 	 {play, swordplay}(nselect:0)
{action}(nselect:0) 	 	 {performance, execution, carrying out, carrying into action}(nselect:0)
{action}(nselect:0) 	 	 {economy, saving}(nselect:0)
{action}(nselect:0) 	 	 {prohibition, inhibition, forbiddance}(nselect:0)
{action}(nselect:0) 	 	 {resistance, opposition}(nselect:0)
{action}(nselect:0) 	 	 {bruxism}(nselect:0)
{action}(nselect:0) 	 	 {transfusion}(nselect:0)
{action}(nselect:0) 	 	 {pickings, taking}(nselect:0)
{action}(nselect:0) 	 	 {transgression}(nselect:0)
{action}(nselect:0) 	 	 {aggression, hostility}(nselect:0)
{action}(nselect:0) 	 	 {destabilization, destabilisation}(nselect:0)
{action}(nselect:0) 	 	 {employment, engagement}(nselect:0)
{action}(nselect:0) 	 	 {politeness, civility}(nselect:0)
{action}(nselect:0) 	 	 {reverence}(nselect:0)
{action}(nselect:0) 	 	 {reference, consultation}(nselect:0)
{action}(nselect:0) 	 	 {emphasizing, accenting, accentuation}(nselect:0)
{action}(nselect:0) 	 	 {beatification}(nselect:0)
{action}(nselect:0) 	 	 {jumpstart, jump-start}(nselect:0)
{action}(nselect:0) 	 	 {stupefaction}(nselect:0)
{action}(nselect:0) 	 	 {vampirism}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {causing, causation}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {delivery, obstetrical delivery}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {departure, going, going away, leaving}(nselect:10)
{departure, going, going away, leaving}(nselect:10) 	 	 {breaking away}(nselect:0)
{departure, going, going away, leaving}(nselect:10) 	 	 {farewell, leave, leave-taking, parting}(nselect:0)
{departure, going, going away, leaving}(nselect:10) 	 	 {French leave}(nselect:0)
{departure, going, going away, leaving}(nselect:10) 	 	 {disappearance, disappearing}(nselect:0)
{departure, going, going away, leaving}(nselect:10) 	 	 {withdrawal}(nselect:0)
{departure, going, going away, leaving}(nselect:10) 	 	 {sailing}(nselect:0)
{departure, going, going away, leaving}(nselect:10) 	 	 {boarding, embarkation, embarkment}(nselect:0)
{departure, going, going away, leaving}(nselect:10) 	 	 {exit}(nselect:0)
{departure, going, going away, leaving}(nselect:10) 	 	 {dispatch, despatch, shipment}(nselect:0)
{departure, going, going away, leaving}(nselect:10) 	 	 {takeoff}(nselect:8)
{act, deed, human action, human activity}(nselect:0) 	 	 {discovery, find, uncovering}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {disposal, disposition}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {implementation, effectuation}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {egress, egression, emergence}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {equalization, equalisation, leveling}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {exhumation, disinterment, digging up}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {mitzvah, mitsvah}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {propulsion, actuation}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {recovery, retrieval}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {running away}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {touch, touching}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {leaning}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {motivation, motivating}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {assumption}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {rejection}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {forfeit, forfeiture, sacrifice}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {derivation}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {hire}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {wear, wearing}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {judgment, judgement, assessment}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {stay}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {residency, residence, abidance}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {inactivity}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {hindrance, hinderance, interference}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {stop, stoppage}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {distribution}(nselect:0)
{distribution}(nselect:0) 	 	 {allotment, apportionment, apportioning, allocation, parceling, parcelling, assignation}(nselect:0)
{allotment, apportionment, apportioning, allocation, parceling, parcelling, assignation}(nselect:0) 	 	 {grant, subsidization, subsidisation}(nselect:0)
{allotment, apportionment, apportioning, allocation, parceling, parcelling, assignation}(nselect:0) 	 	 {reallotment, reapportionment, reallocation}(nselect:0)
{allotment, apportionment, apportioning, allocation, parceling, parcelling, assignation}(nselect:0) 	 	 {deal}(nselect:0)
{allotment, apportionment, apportioning, allocation, parceling, parcelling, assignation}(nselect:0) 	 	 {rationing}(nselect:0)
{allotment, apportionment, apportioning, allocation, parceling, parcelling, assignation}(nselect:0) 	 	 {parcel, portion, share}(nselect:1)
{act, deed, human action, human activity}(nselect:0) 	 	 {legitimation}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {waste, permissive waste}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {proclamation, promulgation}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {communication, communicating}(nselect:0)
