Verbo(nselect:0) 	 	 {act, move}(nselect:0)
{reproduce}(nselect:0) 	 	 {photocopy, run off, xerox}(nselect:0)
{reproduce}(nselect:0) 	 	 {play back, replay}(nselect:0)
{reproduce}(nselect:0) 	 	 {imitate, copy, simulate}(nselect:0)
{reproduce}(nselect:0) 	 	 {fingerprint}(nselect:0)
{reproduce}(nselect:0) 	 	 {print}(nselect:0)
{reproduce}(nselect:0) 	 	 {duplicate, reduplicate, double, repeat, replicate}(nselect:1)
{duplicate, reduplicate, double, repeat, replicate}(nselect:1) 	 	 {replicate, copy}(nselect:0)
{duplicate, reduplicate, double, repeat, replicate}(nselect:1) 	 	 {recapitulate}(nselect:0)
{duplicate, reduplicate, double, repeat, replicate}(nselect:1) 	 	 {reduplicate, geminate}(nselect:0)
{produce, make, create}(nselect:1) 	 	 {breed}(nselect:0)
{produce, make, create}(nselect:1) 	 	 {remake, refashion, redo, make over}(nselect:0)
{produce, make, create}(nselect:1) 	 	 {prefabricate}(nselect:0)
{produce, make, create}(nselect:1) 	 	 {underproduce}(nselect:0)
{produce, make, create}(nselect:1) 	 	 {output}(nselect:0)
{produce, make, create}(nselect:1) 	 	 {pulse, pulsate}(nselect:0)
{produce, make, create}(nselect:1) 	 	 {clap up, clap together, slap together}(nselect:0)
{produce, make, create}(nselect:1) 	 	 {custom-make, customize, customise, tailor-make}(nselect:0)
{produce, make, create}(nselect:1) 	 	 {dummy, dummy up}(nselect:0)
{produce, make, create}(nselect:1) 	 	 {turn out}(nselect:0)
{produce, make, create}(nselect:1) 	 	 {machine}(nselect:0)
{produce, make, create}(nselect:1) 	 	 {churn out}(nselect:0)
{produce, make, create}(nselect:1) 	 	 {overproduce}(nselect:0)
{produce, make, create}(nselect:1) 	 	 {elaborate}(nselect:0)
{produce, make, create}(nselect:1) 	 	 {put out}(nselect:0)
{produce, make, create}(nselect:1) 	 	 {laminate}(nselect:0)
{produce, make, create}(nselect:1) 	 	 {bootleg}(nselect:0)
{produce, make, create}(nselect:1) 	 	 {generate}(nselect:0)
{produce, make, create}(nselect:1) 	 	 {render, yield, return, give, generate}(nselect:0)
{produce, make, create}(nselect:1) 	 	 {extrude, squeeze out}(nselect:0)
{produce, make, create}(nselect:1) 	 	 {smelt}(nselect:0)
{produce, make, create}(nselect:1) 	 	 {prefabricate, preassemble}(nselect:0)
{produce, make, create}(nselect:1) 	 	 {fudge together, throw together}(nselect:0)
{produce, make, create}(nselect:1) 	 	 {print, publish}(nselect:0)
{produce, make, create}(nselect:1) 	 	 {confect}(nselect:0)
{produce, make, create}(nselect:1) 	 	 {proof}(nselect:0)
{produce, make, create}(nselect:1) 	 	 {cut, burn}(nselect:0)
Verbo(nselect:0) 	 	 {gain, advance, win, pull ahead, make headway, get ahead, gain ground}(nselect:1)
{gain, advance, win, pull ahead, make headway, get ahead, gain ground}(nselect:1) 	 	 {score, hit, tally, rack up}(nselect:24)
{score, hit, tally, rack up}(nselect:24) 	 	 {par}(nselect:0)
{score, hit, tally, rack up}(nselect:24) 	 	 {shoot}(nselect:0)
{score, hit, tally, rack up}(nselect:24) 	 	 {convert}(nselect:0)
{score, hit, tally, rack up}(nselect:24) 	 	 {convert}(nselect:0)
{score, hit, tally, rack up}(nselect:24) 	 	 {convert}(nselect:0)
{score, hit, tally, rack up}(nselect:24) 	 	 {homer}(nselect:0)
{score, hit, tally, rack up}(nselect:24) 	 	 {kick}(nselect:0)
{score, hit, tally, rack up}(nselect:24) 	 	 {eagle}(nselect:0)
{score, hit, tally, rack up}(nselect:24) 	 	 {hole up}(nselect:0)
{score, hit, tally, rack up}(nselect:24) 	 	 {ace}(nselect:0)
{score, hit, tally, rack up}(nselect:24) 	 	 {walk}(nselect:0)
{score, hit, tally, rack up}(nselect:24) 	 	 {equalize, equalise, get even}(nselect:0)
{score, hit, tally, rack up}(nselect:24) 	 	 {have, get, make}(nselect:8)
{gain, advance, win, pull ahead, make headway, get ahead, gain ground}(nselect:1) 	 	 {steal}(nselect:0)
Verbo(nselect:0) 	 	 {insist, take a firm stand}(nselect:0)
{insist, take a firm stand}(nselect:0) 	 	 {assert, asseverate, maintain}(nselect:0)
{assert, asseverate, maintain}(nselect:0) 	 	 {predicate, proclaim}(nselect:0)
{assert, asseverate, maintain}(nselect:0) 	 	 {allege, aver, say}(nselect:1)
{allege, aver, say}(nselect:1) 	 	 {plead}(nselect:0)
Verbo(nselect:0) 	 	 {designate, denominate}(nselect:0)
{designate, denominate}(nselect:0) 	 	 {label}(nselect:0)
{label}(nselect:0) 	 	 {name, call}(nselect:0)
{name, call}(nselect:0) 	 	 {baptize, baptise, christen}(nselect:0)
{name, call}(nselect:0) 	 	 {refer}(nselect:0)
{name, call}(nselect:0) 	 	 {style, title}(nselect:0)
{name, call}(nselect:0) 	 	 {rename}(nselect:0)
{name, call}(nselect:0) 	 	 {entitle, title}(nselect:0)
{name, call}(nselect:0) 	 	 {term}(nselect:0)
{name, call}(nselect:0) 	 	 {tag}(nselect:0)
{name, call}(nselect:0) 	 	 {dub, nickname}(nselect:1)
Verbo(nselect:0) 	 	 {control, command}(nselect:0)
{control, command}(nselect:0) 	 	 {dominate, master}(nselect:1)
{dominate, master}(nselect:1) 	 	 {subjugate, subject}(nselect:0)
{dominate, master}(nselect:1) 	 	 {command}(nselect:2)
{command}(nselect:2) 	 	 {general}(nselect:0)
{command}(nselect:2) 	 	 {officer}(nselect:0)
{control, command}(nselect:0) 	 	 {manage, deal, care, handle}(nselect:0)
{manage, deal, care, handle}(nselect:0) 	 	 {administer, administrate}(nselect:0)
{manage, deal, care, handle}(nselect:0) 	 	 {organize, organise}(nselect:0)
{manage, deal, care, handle}(nselect:0) 	 	 {work}(nselect:0)
{manage, deal, care, handle}(nselect:0) 	 	 {come to grips, get to grips}(nselect:0)
{manage, deal, care, handle}(nselect:0) 	 	 {dispose of}(nselect:0)
{manage, deal, care, handle}(nselect:0) 	 	 {take care, mind}(nselect:0)
{manage, deal, care, handle}(nselect:0) 	 	 {coordinate}(nselect:0)
{manage, deal, care, handle}(nselect:0) 	 	 {juggle}(nselect:0)
{manage, deal, care, handle}(nselect:0) 	 	 {process}(nselect:0)
{manage, deal, care, handle}(nselect:0) 	 	 {mismanage, mishandle, misconduct}(nselect:0)
{manage, deal, care, handle}(nselect:0) 	 	 {direct}(nselect:0)
{direct}(nselect:0) 	 	 {hold, throw, have, make, give}(nselect:0)
{direct}(nselect:0) 	 	 {guide, steer}(nselect:0)
{direct}(nselect:0) 	 	 {operate, run}(nselect:0)
{direct}(nselect:0) 	 	 {administer}(nselect:0)
{direct}(nselect:0) 	 	 {head, lead}(nselect:3)
{head, lead}(nselect:3) 	 	 {chair, chairman}(nselect:0)
{head, lead}(nselect:3) 	 	 {captain}(nselect:0)
{head, lead}(nselect:3) 	 	 {spearhead}(nselect:0)
{head, lead}(nselect:3) 	 	 {take hold, take charge, take control}(nselect:0)
{manage, deal, care, handle}(nselect:0) 	 	 {touch}(nselect:0)
{manage, deal, care, handle}(nselect:0) 	 	 {conduct, carry on, deal}(nselect:1)
{conduct, carry on, deal}(nselect:1) 	 	 {racketeer}(nselect:0)
{control, command}(nselect:0) 	 	 {preoccupy}(nselect:0)
{control, command}(nselect:0) 	 	 {steer, maneuver, manoeuver, manoeuvre, direct, point, head, guide, channelize, channelise}(nselect:0)
{control, command}(nselect:0) 	 	 {steer}(nselect:0)
{control, command}(nselect:0) 	 	 {hold one's own}(nselect:0)
{control, command}(nselect:0) 	 	 {internationalize, internationalise}(nselect:0)
{control, command}(nselect:0) 	 	 {hold}(nselect:0)
{control, command}(nselect:0) 	 	 {hold sway}(nselect:0)
{control, command}(nselect:0) 	 	 {govern}(nselect:0)
{control, command}(nselect:0) 	 	 {regiment}(nselect:0)
{control, command}(nselect:0) 	 	 {monopolize, monopolise}(nselect:0)
{control, command}(nselect:0) 	 	 {harness, rein in, draw rein, rein}(nselect:0)
{control, command}(nselect:0) 	 	 {corner}(nselect:0)
{control, command}(nselect:0) 	 	 {preside}(nselect:0)
{control, command}(nselect:0) 	 	 {charm, becharm}(nselect:0)
{control, command}(nselect:0) 	 	 {govern, rule}(nselect:0)
{control, command}(nselect:0) 	 	 {call the shots, call the tune, wear the trousers}(nselect:0)
Verbo(nselect:0) 	 	 {remember, think of}(nselect:0)
{remember, think of}(nselect:0) 	 	 {qualify, characterize, characterise}(nselect:0)
{qualify, characterize, characterise}(nselect:0) 	 	 {stamp}(nselect:0)
{qualify, characterize, characterise}(nselect:0) 	 	 {distinguish, mark, differentiate}(nselect:1)
{distinguish, mark, differentiate}(nselect:1) 	 	 {characterize, characterise}(nselect:0)
Verbo(nselect:0) 	 	 {decide, make up one's mind, determine}(nselect:1)
{decide, make up one's mind, determine}(nselect:1) 	 	 {measure, mensurate, measure out}(nselect:0)
{decide, make up one's mind, determine}(nselect:1) 	 	 {will}(nselect:0)
{decide, make up one's mind, determine}(nselect:1) 	 	 {seal}(nselect:0)
{decide, make up one's mind, determine}(nselect:1) 	 	 {purpose, resolve}(nselect:1)
{decide, make up one's mind, determine}(nselect:1) 	 	 {rule, decree}(nselect:0)
{decide, make up one's mind, determine}(nselect:1) 	 	 {orient, orientate}(nselect:0)
{decide, make up one's mind, determine}(nselect:1) 	 	 {judge, adjudicate, try}(nselect:0)
{decide, make up one's mind, determine}(nselect:1) 	 	 {regulate, regularize, regularise, order, govern}(nselect:0)
{decide, make up one's mind, determine}(nselect:1) 	 	 {choose, take, select, pick out}(nselect:2)
{choose, take, select, pick out}(nselect:2) 	 	 {empanel, impanel, panel}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {anoint}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {field}(nselect:1)
{choose, take, select, pick out}(nselect:2) 	 	 {sieve, sift}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {draw}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {dial}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {plump, go}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {pick}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {elect}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {excerpt, extract, take out}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {cull out, winnow}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {cream off, skim off}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {sieve out, pick over}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {assign, specify, set apart}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {single out}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {think of}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {specify, set, determine, define, fix, limit}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {adopt, follow, espouse}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {screen, screen out, sieve, sort}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {vote in}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {elect}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {nominate, propose}(nselect:0)
{choose, take, select, pick out}(nselect:2) 	 	 {vote}(nselect:0)
Verbo(nselect:0) 	 	 {appoint, charge}(nselect:0)
{appoint, charge}(nselect:0) 	 	 {delegate, designate, depute, assign}(nselect:0)
{delegate, designate, depute, assign}(nselect:0) 	 	 {mandate}(nselect:0)
{delegate, designate, depute, assign}(nselect:0) 	 	 {cast}(nselect:0)
{delegate, designate, depute, assign}(nselect:0) 	 	 {post}(nselect:0)
{delegate, designate, depute, assign}(nselect:0) 	 	 {cast}(nselect:0)
{delegate, designate, depute, assign}(nselect:0) 	 	 {devolve}(nselect:0)
{delegate, designate, depute, assign}(nselect:0) 	 	 {task}(nselect:0)
{delegate, designate, depute, assign}(nselect:0) 	 	 {regiment}(nselect:0)
{delegate, designate, depute, assign}(nselect:0) 	 	 {transfer, reassign}(nselect:0)
{delegate, designate, depute, assign}(nselect:0) 	 	 {delegate, depute}(nselect:0)
{delegate, designate, depute, assign}(nselect:0) 	 	 {mandate}(nselect:0)
{delegate, designate, depute, assign}(nselect:0) 	 	 {promote, upgrade, advance, kick upstairs, raise, elevate}(nselect:0)
{promote, upgrade, advance, kick upstairs, raise, elevate}(nselect:0) 	 	 {prefer, favor, favour}(nselect:0)
{prefer, favor, favour}(nselect:0) 	 	 {advantage}(nselect:1)
{delegate, designate, depute, assign}(nselect:0) 	 	 {demote, bump, relegate, break, kick downstairs}(nselect:0)
{delegate, designate, depute, assign}(nselect:0) 	 	 {place}(nselect:0)
{delegate, designate, depute, assign}(nselect:0) 	 	 {place}(nselect:1)
Verbo(nselect:0) 	 	 {prevent, keep}(nselect:0)
{prevent, keep}(nselect:0) 	 	 {defend}(nselect:0)
{defend}(nselect:0) 	 	 {protect}(nselect:0)
{protect}(nselect:0) 	 	 {cover for}(nselect:0)
{protect}(nselect:0) 	 	 {immunize, immunise}(nselect:0)
{protect}(nselect:0) 	 	 {overprotect}(nselect:0)
{protect}(nselect:0) 	 	 {look out}(nselect:0)
{protect}(nselect:0) 	 	 {cover}(nselect:0)
{protect}(nselect:0) 	 	 {guard, ward}(nselect:0)
{protect}(nselect:0) 	 	 {shield, screen}(nselect:0)
{protect}(nselect:0) 	 	 {charm}(nselect:0)
{protect}(nselect:0) 	 	 {wall, palisade, fence, fence in, surround}(nselect:0)
{protect}(nselect:0) 	 	 {safeguard}(nselect:0)
{protect}(nselect:0) 	 	 {cover}(nselect:0)
{protect}(nselect:0) 	 	 {cover}(nselect:0)
{protect}(nselect:0) 	 	 {mothproof}(nselect:0)
{protect}(nselect:0) 	 	 {body guard}(nselect:0)
{protect}(nselect:0) 	 	 {insure}(nselect:0)
{protect}(nselect:0) 	 	 {cover}(nselect:0)
{protect}(nselect:0) 	 	 {keep, preserve}(nselect:0)
{protect}(nselect:0) 	 	 {defend, guard, hold}(nselect:1)
{prevent, keep}(nselect:0) 	 	 {exclude, keep out, shut out, shut}(nselect:0)
{prevent, keep}(nselect:0) 	 	 {hold}(nselect:0)
{prevent, keep}(nselect:0) 	 	 {keep away}(nselect:0)
{prevent, keep}(nselect:0) 	 	 {blank}(nselect:0)
{prevent, keep}(nselect:0) 	 	 {rain out, wash out}(nselect:0)
{prevent, keep}(nselect:0) 	 	 {impede, hinder}(nselect:1)
{impede, hinder}(nselect:1) 	 	 {obstruct, obturate, impede, occlude, jam, block, close up}(nselect:0)
{impede, hinder}(nselect:1) 	 	 {inhibit}(nselect:0)
{impede, hinder}(nselect:1) 	 	 {interfere}(nselect:0)
{impede, hinder}(nselect:1) 	 	 {set back}(nselect:0)
{impede, hinder}(nselect:1) 	 	 {hobble}(nselect:0)
{impede, hinder}(nselect:1) 	 	 {stunt}(nselect:0)
Verbo(nselect:0) 	 	 {find, happen, chance, bump, encounter}(nselect:1)
Verbo(nselect:0) 	 	 {enter, come in, get into, get in, go into, go in, move into}(nselect:4)
{enter, come in, get into, get in, go into, go in, move into}(nselect:4) 	 	 {take the field}(nselect:0)
{enter, come in, get into, get in, go into, go in, move into}(nselect:4) 	 	 {penetrate, perforate}(nselect:0)
{enter, come in, get into, get in, go into, go in, move into}(nselect:4) 	 	 {re-enter}(nselect:0)
{enter, come in, get into, get in, go into, go in, move into}(nselect:4) 	 	 {file in}(nselect:0)
{enter, come in, get into, get in, go into, go in, move into}(nselect:4) 	 	 {pop in}(nselect:0)
{enter, come in, get into, get in, go into, go in, move into}(nselect:4) 	 	 {walk in}(nselect:0)
{enter, come in, get into, get in, go into, go in, move into}(nselect:4) 	 	 {call at, out in}(nselect:0)
{enter, come in, get into, get in, go into, go in, move into}(nselect:4) 	 	 {take water}(nselect:0)
{enter, come in, get into, get in, go into, go in, move into}(nselect:4) 	 	 {turn in}(nselect:0)
{enter, come in, get into, get in, go into, go in, move into}(nselect:4) 	 	 {board, get on}(nselect:0)
{enter, come in, get into, get in, go into, go in, move into}(nselect:4) 	 	 {intrude, irrupt}(nselect:0)
{enter, come in, get into, get in, go into, go in, move into}(nselect:4) 	 	 {intrude on, invade, obtrude upon, encroach upon}(nselect:0)
{enter, come in, get into, get in, go into, go in, move into}(nselect:4) 	 	 {dock}(nselect:0)
Verbo(nselect:0) 	 	 {be}(nselect:14)
Verbo(nselect:0) 	 	 {appear}(nselect:0)
{appear}(nselect:0) 	 	 {peep}(nselect:0)
{appear}(nselect:0) 	 	 {erupt}(nselect:0)
{appear}(nselect:0) 	 	 {manifest}(nselect:0)
{appear}(nselect:0) 	 	 {wash up}(nselect:0)
{appear}(nselect:0) 	 	 {come to light, come to hand}(nselect:0)
{appear}(nselect:0) 	 	 {emerge}(nselect:0)
{appear}(nselect:0) 	 	 {outcrop}(nselect:0)
{appear}(nselect:0) 	 	 {flash}(nselect:0)
{appear}(nselect:0) 	 	 {flash}(nselect:0)
{appear}(nselect:0) 	 	 {turn out}(nselect:0)
{appear}(nselect:0) 	 	 {basset, crop out}(nselect:0)
{appear}(nselect:0) 	 	 {pop out, burst out}(nselect:0)
{appear}(nselect:0) 	 	 {reappear, re-emerge}(nselect:0)
{reappear, re-emerge}(nselect:0) 	 	 {resurface}(nselect:0)
{reappear, re-emerge}(nselect:0) 	 	 {come back, return}(nselect:2)
{appear}(nselect:0) 	 	 {emerge}(nselect:0)
{appear}(nselect:0) 	 	 {break through, come through}(nselect:0)
{appear}(nselect:0) 	 	 {erupt, come out, break through, push through}(nselect:0)
{appear}(nselect:0) 	 	 {roll in}(nselect:0)
{appear}(nselect:0) 	 	 {come to mind, spring to mind}(nselect:0)
{appear}(nselect:0) 	 	 {leap out, rush out, sally out, burst forth}(nselect:0)
{appear}(nselect:0) 	 	 {break}(nselect:0)
{appear}(nselect:0) 	 	 {show, show up}(nselect:0)
{appear}(nselect:0) 	 	 {crop up, pop up, pop}(nselect:0)
{appear}(nselect:0) 	 	 {come on, come out, turn up, surface, show up}(nselect:4)
Verbo(nselect:0) 	 	 {discontinue, stop, cease, give up, quit, lay off}(nselect:1)
{discontinue, stop, cease, give up, quit, lay off}(nselect:1) 	 	 {drop, knock off}(nselect:0)
{discontinue, stop, cease, give up, quit, lay off}(nselect:1) 	 	 {leave off}(nselect:0)
{discontinue, stop, cease, give up, quit, lay off}(nselect:1) 	 	 {sign off}(nselect:0)
{discontinue, stop, cease, give up, quit, lay off}(nselect:1) 	 	 {retire, withdraw}(nselect:0)
{discontinue, stop, cease, give up, quit, lay off}(nselect:1) 	 	 {pull the plug}(nselect:0)
{discontinue, stop, cease, give up, quit, lay off}(nselect:1) 	 	 {shut off, close off}(nselect:0)
{discontinue, stop, cease, give up, quit, lay off}(nselect:1) 	 	 {cheese}(nselect:0)
{discontinue, stop, cease, give up, quit, lay off}(nselect:1) 	 	 {call it quits, call it a day}(nselect:0)
{discontinue, stop, cease, give up, quit, lay off}(nselect:1) 	 	 {break}(nselect:0)
Verbo(nselect:0) 	 	 {remind}(nselect:0)
{remind}(nselect:0) 	 	 {take back}(nselect:0)
{remind}(nselect:0) 	 	 {nag}(nselect:0)
{remind}(nselect:0) 	 	 {commemorate, memorialize, memorialise, immortalize, immortalise, record}(nselect:1)
{commemorate, memorialize, memorialise, immortalize, immortalise, record}(nselect:1) 	 	 {monumentalize, monumentalise}(nselect:0)
Verbo(nselect:0) 	 	 {lose}(nselect:5)
{lose}(nselect:5) 	 	 {go down}(nselect:0)
{lose}(nselect:5) 	 	 {drop}(nselect:0)
{lose}(nselect:5) 	 	 {take the count, remain down}(nselect:0)
{lose}(nselect:5) 	 	 {drop one's serve}(nselect:0)
Verbo(nselect:0) 	 	 {mean, intend, signify, stand for}(nselect:0)
{mean, intend, signify, stand for}(nselect:0) 	 	 {denote, refer}(nselect:0)
{denote, refer}(nselect:0) 	 	 {twist, twist around, pervert, convolute, sophisticate}(nselect:0)
{denote, refer}(nselect:0) 	 	 {euphemize, euphemise}(nselect:0)
{denote, refer}(nselect:0) 	 	 {name, identify}(nselect:0)
{name, identify}(nselect:0) 	 	 {enumerate, recite, itemize, itemise}(nselect:0)
{name, identify}(nselect:0) 	 	 {number, list}(nselect:0)
{name, identify}(nselect:0) 	 	 {announce}(nselect:2)
{denote, refer}(nselect:0) 	 	 {apply}(nselect:0)
{denote, refer}(nselect:0) 	 	 {slur}(nselect:0)
{denote, refer}(nselect:0) 	 	 {express, state}(nselect:0)
{denote, refer}(nselect:0) 	 	 {hark back, return, come back, recall}(nselect:2)
{hark back, return, come back, recall}(nselect:2) 	 	 {recur, go back}(nselect:0)
Verbo(nselect:0) 	 	 {keep, maintain, hold}(nselect:3)
{keep, maintain, hold}(nselect:3) 	 	 {pressurize, pressurise}(nselect:0)
{keep, maintain, hold}(nselect:3) 	 	 {continue, uphold, carry on, bear on, preserve}(nselect:0)
{continue, uphold, carry on, bear on, preserve}(nselect:0) 	 	 {resume, restart, re-start}(nselect:0)
{continue, uphold, carry on, bear on, preserve}(nselect:0) 	 	 {perpetuate}(nselect:0)
{continue, uphold, carry on, bear on, preserve}(nselect:0) 	 	 {prolong, sustain, keep up}(nselect:0)
{continue, uphold, carry on, bear on, preserve}(nselect:0) 	 	 {mummify}(nselect:0)
{continue, uphold, carry on, bear on, preserve}(nselect:0) 	 	 {persevere, persist, hang in, hang on, hold on}(nselect:1)
{persevere, persist, hang in, hang on, hold on}(nselect:1) 	 	 {obstinate}(nselect:0)
{persevere, persist, hang in, hang on, hold on}(nselect:1) 	 	 {ask for it, ask for trouble}(nselect:0)
{persevere, persist, hang in, hang on, hold on}(nselect:1) 	 	 {plug, plug away}(nselect:0)
{persevere, persist, hang in, hang on, hold on}(nselect:1) 	 	 {stick to, stick with, follow}(nselect:0)
{keep, maintain, hold}(nselect:3) 	 	 {hold over}(nselect:0)
{keep, maintain, hold}(nselect:3) 	 	 {conserve}(nselect:0)
{keep, maintain, hold}(nselect:3) 	 	 {preserve}(nselect:0)
{keep, maintain, hold}(nselect:3) 	 	 {distance}(nselect:0)
{keep, maintain, hold}(nselect:3) 	 	 {housekeep}(nselect:0)
Verbo(nselect:0) 	 	 {miss, lack}(nselect:1)
{miss, lack}(nselect:1) 	 	 {want}(nselect:0)
{miss, lack}(nselect:1) 	 	 {exclude}(nselect:0)
Verbo(nselect:0) 	 	 {embitter, envenom, acerbate}(nselect:1)
Verbo(nselect:0) 	 	 {get, acquire}(nselect:4)
{get, acquire}(nselect:4) 	 	 {isolate}(nselect:0)
{get, acquire}(nselect:4) 	 	 {win back, get back}(nselect:0)
{get, acquire}(nselect:4) 	 	 {press out, express, extract}(nselect:0)
{get, acquire}(nselect:4) 	 	 {capture, catch}(nselect:0)
{get, acquire}(nselect:4) 	 	 {come by, come into}(nselect:0)
{get, acquire}(nselect:4) 	 	 {buy, purchase}(nselect:0)
{get, acquire}(nselect:4) 	 	 {lease, rent, hire, charter, engage, take}(nselect:0)
{get, acquire}(nselect:4) 	 	 {receive, have}(nselect:3)
{receive, have}(nselect:3) 	 	 {take in, take up}(nselect:0)
{receive, have}(nselect:3) 	 	 {hustle}(nselect:0)
{receive, have}(nselect:3) 	 	 {accept}(nselect:0)
{receive, have}(nselect:3) 	 	 {fence}(nselect:0)
{receive, have}(nselect:3) 	 	 {graduate}(nselect:0)
{receive, have}(nselect:3) 	 	 {inherit}(nselect:0)
{get, acquire}(nselect:4) 	 	 {turn}(nselect:0)
{get, acquire}(nselect:4) 	 	 {buy}(nselect:0)
{get, acquire}(nselect:4) 	 	 {find}(nselect:0)
{get, acquire}(nselect:4) 	 	 {glom}(nselect:0)
{get, acquire}(nselect:4) 	 	 {enter upon, come upon, luck into}(nselect:0)
{get, acquire}(nselect:4) 	 	 {line up, get hold, come up, find}(nselect:1)
{get, acquire}(nselect:4) 	 	 {accept, take, have}(nselect:0)
{get, acquire}(nselect:4) 	 	 {obtain}(nselect:1)
{obtain}(nselect:1) 	 	 {carry}(nselect:0)
{obtain}(nselect:1) 	 	 {excavate, dig up, turn up}(nselect:0)
{obtain}(nselect:1) 	 	 {extort, wring from}(nselect:0)
{obtain}(nselect:1) 	 	 {kite}(nselect:0)
{obtain}(nselect:1) 	 	 {source}(nselect:0)
{obtain}(nselect:1) 	 	 {procure, secure}(nselect:0)
{obtain}(nselect:1) 	 	 {extract}(nselect:0)
{obtain}(nselect:1) 	 	 {take out}(nselect:0)
{obtain}(nselect:1) 	 	 {get in, get into}(nselect:0)
{obtain}(nselect:1) 	 	 {eke out, squeeze out}(nselect:0)
{obtain}(nselect:1) 	 	 {mooch, bum, cadge, grub, sponge}(nselect:0)
{obtain}(nselect:1) 	 	 {shop}(nselect:0)
{obtain}(nselect:1) 	 	 {snag}(nselect:0)
{obtain}(nselect:1) 	 	 {grab}(nselect:0)
{obtain}(nselect:1) 	 	 {derive, gain}(nselect:1)
{derive, gain}(nselect:1) 	 	 {reap, draw}(nselect:0)
{get, acquire}(nselect:4) 	 	 {recover, retrieve, find, regain}(nselect:1)
{recover, retrieve, find, regain}(nselect:1) 	 	 {access}(nselect:0)
{get, acquire}(nselect:4) 	 	 {catch}(nselect:0)
{get, acquire}(nselect:4) 	 	 {recover, recoup, recuperate}(nselect:0)
{get, acquire}(nselect:4) 	 	 {reclaim, repossess}(nselect:0)
{get, acquire}(nselect:4) 	 	 {find, regain}(nselect:0)
{get, acquire}(nselect:4) 	 	 {acquire, win, gain}(nselect:0)
{get, acquire}(nselect:4) 	 	 {gain, take in, clear, make, earn, realize, realise, pull in, bring in}(nselect:0)
{get, acquire}(nselect:4) 	 	 {earn, garner}(nselect:0)
{get, acquire}(nselect:4) 	 	 {profit, gain, benefit}(nselect:0)
{get, acquire}(nselect:4) 	 	 {partake, share, partake in}(nselect:0)
{get, acquire}(nselect:4) 	 	 {preempt}(nselect:0)
{get, acquire}(nselect:4) 	 	 {preempt}(nselect:0)
{get, acquire}(nselect:4) 	 	 {collect, pick up, gather up, call for}(nselect:0)
{get, acquire}(nselect:4) 	 	 {inherit}(nselect:0)
{get, acquire}(nselect:4) 	 	 {borrow}(nselect:0)
{get, acquire}(nselect:4) 	 	 {pick up}(nselect:0)
{get, acquire}(nselect:4) 	 	 {get}(nselect:0)
{get, acquire}(nselect:4) 	 	 {poll}(nselect:0)
Verbo(nselect:0) 	 	 {act, behave, do}(nselect:0)
{act, behave, do}(nselect:0) 	 	 {act involuntarily, act reflexively}(nselect:0)
{act, behave, do}(nselect:0) 	 	 {fall over backwards, bend over backwards}(nselect:0)
{act, behave, do}(nselect:0) 	 	 {presume}(nselect:0)
{act, behave, do}(nselect:0) 	 	 {vulgarize, vulgarise}(nselect:0)
{act, behave, do}(nselect:0) 	 	 {optimize, optimise}(nselect:0)
{act, behave, do}(nselect:0) 	 	 {quack}(nselect:0)
{act, behave, do}(nselect:0) 	 	 {menace}(nselect:0)
{act, behave, do}(nselect:0) 	 	 {make}(nselect:0)
{act, behave, do}(nselect:0) 	 	 {swagger, bluster, swash}(nselect:0)
{act, behave, do}(nselect:0) 	 	 {freeze}(nselect:0)
{act, behave, do}(nselect:0) 	 	 {wanton}(nselect:0)
{act, behave, do}(nselect:0) 	 	 {romanticize}(nselect:0)
{act, behave, do}(nselect:0) 	 	 {sentimentalise, sentimentalize, sentimentize, sentimentise}(nselect:0)
{act, behave, do}(nselect:0) 	 	 {bungle}(nselect:0)
{act, behave, do}(nselect:0) 	 	 {play, toy}(nselect:0)
{act, behave, do}(nselect:0) 	 	 {act, play, act as}(nselect:0)
{act, behave, do}(nselect:0) 	 	 {stooge}(nselect:0)
{act, behave, do}(nselect:0) 	 	 {piffle}(nselect:0)
{act, behave, do}(nselect:0) 	 	 {make}(nselect:0)
