root(nselect:0) 	 	 Verbo(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {evening}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {time}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {sleep, nap}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {lease, term of a contract}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {half life, half-life}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {tide, lunar time period}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {phase, stage}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {multistage}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {watch}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {peacetime}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {wartime}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {enlistment, hitch, term of enlistment, tour of duty, duty tour, tour}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {honeymoon}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {indiction}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {prohibition, prohibition era}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {incubation period}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {rainy day}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {novitiate, noviciate}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {flower, prime, peak, heyday, bloom, blossom, efflorescence, flush}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {running time}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {clotting time}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {air alert}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {question time}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {real time}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {real time}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {study hall}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {usance}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {window}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {year, twelvemonth, yr}(nselect:6)
{year, twelvemonth, yr}(nselect:6) 	 	 {church year, Christian year}(nselect:0)
{year, twelvemonth, yr}(nselect:6) 	 	 {Holy Year}(nselect:0)
{year, twelvemonth, yr}(nselect:6) 	 	 {New Year}(nselect:0)
{year, twelvemonth, yr}(nselect:6) 	 	 {common year, 365 days}(nselect:0)
{year, twelvemonth, yr}(nselect:6) 	 	 {leap year, intercalary year, 366 days, bissextile year}(nselect:0)
{year, twelvemonth, yr}(nselect:6) 	 	 {off year}(nselect:0)
{year, twelvemonth, yr}(nselect:6) 	 	 {off year}(nselect:0)
{year, twelvemonth, yr}(nselect:6) 	 	 {calendar year, civil year}(nselect:0)
{year, twelvemonth, yr}(nselect:6) 	 	 {fiscal year, financial year}(nselect:0)
{year, twelvemonth, yr}(nselect:6) 	 	 {annum}(nselect:0)
{year, twelvemonth, yr}(nselect:6) 	 	 {year of grace}(nselect:0)
{year, twelvemonth, yr}(nselect:6) 	 	 {Y2K}(nselect:0)
{measure, quantity, amount}(nselect:0) 	 	 {definite quantity}(nselect:0)
{definite quantity}(nselect:0) 	 	 {unit of measurement, unit}(nselect:0)
{unit of measurement, unit}(nselect:0) 	 	 {measuring unit, measuring block}(nselect:0)
{unit of measurement, unit}(nselect:0) 	 	 {denier}(nselect:0)
{unit of measurement, unit}(nselect:0) 	 	 {diopter, dioptre}(nselect:0)
{unit of measurement, unit}(nselect:0) 	 	 {karat, carat, kt}(nselect:0)
{unit of measurement, unit}(nselect:0) 	 	 {absorption unit}(nselect:0)
{unit of measurement, unit}(nselect:0) 	 	 {acceleration unit}(nselect:0)
{unit of measurement, unit}(nselect:0) 	 	 {angular unit}(nselect:0)
{unit of measurement, unit}(nselect:0) 	 	 {area unit, square measure}(nselect:0)
{unit of measurement, unit}(nselect:0) 	 	 {volume unit, capacity unit, capacity measure, cubage unit, cubic measure, cubic content unit, displacement unit, cubature unit}(nselect:0)
{unit of measurement, unit}(nselect:0) 	 	 {computer memory unit}(nselect:0)
{unit of measurement, unit}(nselect:0) 	 	 {electromagnetic unit, emu}(nselect:0)
{unit of measurement, unit}(nselect:0) 	 	 {explosive unit}(nselect:0)
{unit of measurement, unit}(nselect:0) 	 	 {force unit}(nselect:0)
{unit of measurement, unit}(nselect:0) 	 	 {linear unit, linear measure}(nselect:0)
{unit of measurement, unit}(nselect:0) 	 	 {metric unit, metric}(nselect:0)
{unit of measurement, unit}(nselect:0) 	 	 {miles per gallon}(nselect:0)
{unit of measurement, unit}(nselect:0) 	 	 {monetary unit}(nselect:0)
{monetary unit}(nselect:0) 	 	 {Brazilian monetary unit}(nselect:0)
{Brazilian monetary unit}(nselect:0) 	 	 {real}(nselect:5)
{unit of measurement, unit}(nselect:0) 	 	 {megaflop, MFLOP, million floating point operations per second}(nselect:0)
{unit of measurement, unit}(nselect:0) 	 	 {teraflop, trillion floating point operations per second}(nselect:0)
{unit of measurement, unit}(nselect:0) 	 	 {MIPS, million instructions per second}(nselect:0)
{unit of measurement, unit}(nselect:0) 	 	 {pain unit}(nselect:0)
{unit of measurement, unit}(nselect:0) 	 	 {pressure unit}(nselect:0)
{unit of measurement, unit}(nselect:0) 	 	 {printing unit}(nselect:0)
{unit of measurement, unit}(nselect:0) 	 	 {sound unit}(nselect:0)
{unit of measurement, unit}(nselect:0) 	 	 {telephone unit}(nselect:0)
{unit of measurement, unit}(nselect:0) 	 	 {temperature unit}(nselect:0)
{unit of measurement, unit}(nselect:0) 	 	 {weight unit, weight}(nselect:0)
{unit of measurement, unit}(nselect:0) 	 	 {mass unit}(nselect:0)
{unit of measurement, unit}(nselect:0) 	 	 {unit of viscosity}(nselect:0)
{unit of measurement, unit}(nselect:0) 	 	 {work unit, heat unit, energy unit}(nselect:0)
{unit of measurement, unit}(nselect:0) 	 	 {langley}(nselect:0)
{unit of measurement, unit}(nselect:0) 	 	 {Brinell number}(nselect:0)
{unit of measurement, unit}(nselect:0) 	 	 {bit}(nselect:0)
{unit of measurement, unit}(nselect:0) 	 	 {electrostatic unit}(nselect:0)
{unit of measurement, unit}(nselect:0) 	 	 {point}(nselect:7)
{point}(nselect:7) 	 	 {point after, point after touchdown, extra point}(nselect:0)
{point}(nselect:7) 	 	 {advantage}(nselect:0)
{point}(nselect:7) 	 	 {set point}(nselect:0)
{point}(nselect:7) 	 	 {match point}(nselect:0)
{measure, quantity, amount}(nselect:0) 	 	 {time unit, unit of time}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {night}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {mean time, mean solar time}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {terrestrial time, TT, terrestrial dynamical time, TDT, ephemeris time}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {month}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {sidereal day, day}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {bell, ship's bell}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {hour, hr, 60 minutes}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {half-hour, 30 minutes}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {quarter-hour, 15 minutes}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {minute, min}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {quarter}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {second, sec, s}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {attosecond}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {femtosecond}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {picosecond}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {nanosecond}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {microsecond}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {millisecond, msec}(nselect:0)
{time unit, unit of time}(nselect:0) 	 	 {day, twenty-four hours, twenty-four hour period, 24-hour interval, solar day, mean solar day}(nselect:10)
{day, twenty-four hours, twenty-four hour period, 24-hour interval, solar day, mean solar day}(nselect:10) 	 	 {tomorrow}(nselect:0)
{day, twenty-four hours, twenty-four hour period, 24-hour interval, solar day, mean solar day}(nselect:10) 	 	 {today}(nselect:0)
{day, twenty-four hours, twenty-four hour period, 24-hour interval, solar day, mean solar day}(nselect:10) 	 	 {yesterday}(nselect:0)
{day, twenty-four hours, twenty-four hour period, 24-hour interval, solar day, mean solar day}(nselect:10) 	 	 {morrow}(nselect:0)
{day, twenty-four hours, twenty-four hour period, 24-hour interval, solar day, mean solar day}(nselect:10) 	 	 {eve}(nselect:0)
{day, twenty-four hours, twenty-four hour period, 24-hour interval, solar day, mean solar day}(nselect:10) 	 	 {date, day of the month}(nselect:0)
{day, twenty-four hours, twenty-four hour period, 24-hour interval, solar day, mean solar day}(nselect:10) 	 	 {date}(nselect:0)
{measure, quantity, amount}(nselect:0) 	 	 {indefinite quantity}(nselect:0)
{indefinite quantity}(nselect:0) 	 	 {addition, increase, gain}(nselect:0)
{indefinite quantity}(nselect:0) 	 	 {bag}(nselect:0)
{indefinite quantity}(nselect:0) 	 	 {breakage}(nselect:0)
{indefinite quantity}(nselect:0) 	 	 {capacity}(nselect:0)
{indefinite quantity}(nselect:0) 	 	 {catch, haul}(nselect:0)
{indefinite quantity}(nselect:0) 	 	 {correction, fudge factor}(nselect:0)
{indefinite quantity}(nselect:0) 	 	 {containerful}(nselect:0)
{indefinite quantity}(nselect:0) 	 	 {footstep, pace, step, stride}(nselect:0)
{indefinite quantity}(nselect:0) 	 	 {headspace}(nselect:0)
{indefinite quantity}(nselect:0) 	 	 {large indefinite quantity, large indefinite amount}(nselect:0)
{indefinite quantity}(nselect:0) 	 	 {limit, limit point, point of accumulation}(nselect:0)
{indefinite quantity}(nselect:0) 	 	 {output, yield, production}(nselect:0)
{indefinite quantity}(nselect:0) 	 	 {region, neighborhood}(nselect:0)
{indefinite quantity}(nselect:0) 	 	 {outage}(nselect:0)
{indefinite quantity}(nselect:0) 	 	 {reserve}(nselect:0)
{indefinite quantity}(nselect:0) 	 	 {run}(nselect:0)
{indefinite quantity}(nselect:0) 	 	 {small indefinite quantity, small indefinite amount}(nselect:0)
{indefinite quantity}(nselect:0) 	 	 {spillage}(nselect:0)
{indefinite quantity}(nselect:0) 	 	 {spoilage}(nselect:0)
{indefinite quantity}(nselect:0) 	 	 {tankage}(nselect:0)
{indefinite quantity}(nselect:0) 	 	 {ullage}(nselect:0)
{indefinite quantity}(nselect:0) 	 	 {top-up}(nselect:0)
{indefinite quantity}(nselect:0) 	 	 {worth}(nselect:0)
{indefinite quantity}(nselect:0) 	 	 {skinful}(nselect:0)
{indefinite quantity}(nselect:0) 	 	 {dose, dosage}(nselect:0)
{indefinite quantity}(nselect:0) 	 	 {load}(nselect:0)
{indefinite quantity}(nselect:0) 	 	 {load, loading}(nselect:0)
{indefinite quantity}(nselect:0) 	 	 {precipitation}(nselect:0)
{indefinite quantity}(nselect:0) 	 	 {supply}(nselect:0)
{indefinite quantity}(nselect:0) 	 	 {limit, limitation}(nselect:6)
{limit, limitation}(nselect:6) 	 	 {extremum, peak}(nselect:0)
{limit, limitation}(nselect:6) 	 	 {cutoff}(nselect:0)
{measure, quantity, amount}(nselect:0) 	 	 {probability, chance}(nselect:0)
{measure, quantity, amount}(nselect:0) 	 	 {quantum}(nselect:0)
{measure, quantity, amount}(nselect:0) 	 	 {relative quantity}(nselect:0)
{measure, quantity, amount}(nselect:0) 	 	 {system of measurement, metric}(nselect:0)
{measure, quantity, amount}(nselect:0) 	 	 {cordage}(nselect:0)
{measure, quantity, amount}(nselect:0) 	 	 {octane number, octane rating}(nselect:0)
{measure, quantity, amount}(nselect:0) 	 	 {magnetization, magnetisation}(nselect:0)
{measure, quantity, amount}(nselect:0) 	 	 {radical}(nselect:0)
{measure, quantity, amount}(nselect:0) 	 	 {volume}(nselect:0)
{measure, quantity, amount}(nselect:0) 	 	 {volume}(nselect:0)
{measure, quantity, amount}(nselect:0) 	 	 {proof}(nselect:0)
{measure, quantity, amount}(nselect:0) 	 	 {point, point in time}(nselect:0)
{point, point in time}(nselect:0) 	 	 {distance}(nselect:0)
{point, point in time}(nselect:0) 	 	 {date, particular date}(nselect:0)
{point, point in time}(nselect:0) 	 	 {arrival time, time of arrival}(nselect:0)
{point, point in time}(nselect:0) 	 	 {departure time, time of departure}(nselect:0)
{point, point in time}(nselect:0) 	 	 {midterm}(nselect:0)
{point, point in time}(nselect:0) 	 	 {term, full term}(nselect:0)
{point, point in time}(nselect:0) 	 	 {midterm}(nselect:0)
{point, point in time}(nselect:0) 	 	 {moment, minute, second, instant}(nselect:0)
{point, point in time}(nselect:0) 	 	 {run-time}(nselect:0)
{point, point in time}(nselect:0) 	 	 {beginning, commencement, first, outset, get-go, start, kickoff, starting time, showtime, offset}(nselect:0)
{point, point in time}(nselect:0) 	 	 {middle}(nselect:0)
{point, point in time}(nselect:0) 	 	 {end, ending}(nselect:0)
{point, point in time}(nselect:0) 	 	 {phase, phase angle}(nselect:0)
{point, point in time}(nselect:0) 	 	 {show time}(nselect:0)
{point, point in time}(nselect:0) 	 	 {then}(nselect:0)
{point, point in time}(nselect:0) 	 	 {deadline}(nselect:5)
{deadline}(nselect:5) 	 	 {curfew}(nselect:0)
{measure, quantity, amount}(nselect:0) 	 	 {playing period, period of play, play}(nselect:0)
{measure, quantity, amount}(nselect:0) 	 	 {value, economic value}(nselect:6)
{value, economic value}(nselect:6) 	 	 {mess of pottage}(nselect:0)
{value, economic value}(nselect:6) 	 	 {premium}(nselect:0)
{abstraction, abstract entity}(nselect:0) 	 	 {relation}(nselect:0)
{relation}(nselect:0) 	 	 {possession}(nselect:0)
{possession}(nselect:0) 	 	 {transferred property, transferred possession}(nselect:0)
{transferred property, transferred possession}(nselect:0) 	 	 {loss}(nselect:0)
{loss}(nselect:0) 	 	 {financial loss}(nselect:0)
{financial loss}(nselect:0) 	 	 {depreciation, wear and tear}(nselect:0)
{depreciation, wear and tear}(nselect:0) 	 	 {write-off, write-down}(nselect:0)
{write-off, write-down}(nselect:0) 	 	 {tax write-off, tax deduction, deduction}(nselect:0)
{tax write-off, tax deduction, deduction}(nselect:0) 	 	 {tax benefit, tax break}(nselect:0)
{tax write-off, tax deduction, deduction}(nselect:0) 	 	 {business deduction}(nselect:0)
{tax write-off, tax deduction, deduction}(nselect:0) 	 	 {exemption}(nselect:14)
{transferred property, transferred possession}(nselect:0) 	 	 {outgo, spending, expenditure, outlay}(nselect:0)
{outgo, spending, expenditure, outlay}(nselect:0) 	 	 {cost}(nselect:0)
{cost}(nselect:0) 	 	 {expense, disbursal, disbursement}(nselect:4)
{expense, disbursal, disbursement}(nselect:4) 	 	 {non-cash expense}(nselect:0)
{non-cash expense}(nselect:0) 	 	 {depreciation, wear and tear}(nselect:0)
{depreciation, wear and tear}(nselect:0) 	 	 {write-off, write-down}(nselect:0)
{write-off, write-down}(nselect:0) 	 	 {tax write-off, tax deduction, deduction}(nselect:0)
{tax write-off, tax deduction, deduction}(nselect:0) 	 	 {tax benefit, tax break}(nselect:0)
{tax write-off, tax deduction, deduction}(nselect:0) 	 	 {business deduction}(nselect:0)
{tax write-off, tax deduction, deduction}(nselect:0) 	 	 {exemption}(nselect:14)
{expense, disbursal, disbursement}(nselect:4) 	 	 {business expense, trade expense}(nselect:0)
{expense, disbursal, disbursement}(nselect:4) 	 	 {interest expense}(nselect:0)
{expense, disbursal, disbursement}(nselect:4) 	 	 {lobbying expense}(nselect:0)
{expense, disbursal, disbursement}(nselect:4) 	 	 {medical expense}(nselect:0)
{expense, disbursal, disbursement}(nselect:4) 	 	 {moving expense}(nselect:0)
{expense, disbursal, disbursement}(nselect:4) 	 	 {operating expense, operating cost, overhead, budget items}(nselect:0)
{expense, disbursal, disbursement}(nselect:4) 	 	 {personal expense}(nselect:0)
{cost}(nselect:0) 	 	 {payment}(nselect:0)
{payment}(nselect:0) 	 	 {regular payment}(nselect:0)
{regular payment}(nselect:0) 	 	 {stipend}(nselect:0)
{regular payment}(nselect:0) 	 	 {annuity, rente}(nselect:0)
{regular payment}(nselect:0) 	 	 {installment plan, installment buying, time plan}(nselect:0)
{regular payment}(nselect:0) 	 	 {disability check, disability payment}(nselect:0)
{regular payment}(nselect:0) 	 	 {pension}(nselect:0)
{regular payment}(nselect:0) 	 	 {wage, pay, earnings, remuneration, salary}(nselect:7)
{wage, pay, earnings, remuneration, salary}(nselect:7) 	 	 {combat pay}(nselect:0)
{wage, pay, earnings, remuneration, salary}(nselect:7) 	 	 {double time}(nselect:0)
{wage, pay, earnings, remuneration, salary}(nselect:7) 	 	 {found}(nselect:0)
{wage, pay, earnings, remuneration, salary}(nselect:7) 	 	 {half-pay}(nselect:0)
{wage, pay, earnings, remuneration, salary}(nselect:7) 	 	 {living wage}(nselect:0)
{wage, pay, earnings, remuneration, salary}(nselect:7) 	 	 {merit pay}(nselect:0)
{wage, pay, earnings, remuneration, salary}(nselect:7) 	 	 {minimum wage}(nselect:0)
{wage, pay, earnings, remuneration, salary}(nselect:7) 	 	 {pay envelope, pay packet}(nselect:0)
{wage, pay, earnings, remuneration, salary}(nselect:7) 	 	 {sick pay}(nselect:0)
{wage, pay, earnings, remuneration, salary}(nselect:7) 	 	 {strike pay}(nselect:0)
{wage, pay, earnings, remuneration, salary}(nselect:7) 	 	 {take-home pay}(nselect:0)
{cost}(nselect:0) 	 	 {capital expenditure}(nselect:0)
{cost}(nselect:0) 	 	 {ransom, ransom money}(nselect:0)
{cost}(nselect:0) 	 	 {cost overrun}(nselect:0)
{cost}(nselect:0) 	 	 {cost of living}(nselect:0)
{cost}(nselect:0) 	 	 {borrowing cost}(nselect:0)
{cost}(nselect:0) 	 	 {distribution cost}(nselect:0)
{cost}(nselect:0) 	 	 {handling cost, handling charge}(nselect:0)
{cost}(nselect:0) 	 	 {marketing cost}(nselect:0)
{cost}(nselect:0) 	 	 {production cost}(nselect:0)
{cost}(nselect:0) 	 	 {replacement cost}(nselect:0)
{cost}(nselect:0) 	 	 {reproduction cost, physical value}(nselect:0)
{cost}(nselect:0) 	 	 {unit cost}(nselect:0)
{cost}(nselect:0) 	 	 {price, terms, damage}(nselect:0)
{cost}(nselect:0) 	 	 {price}(nselect:0)
{cost}(nselect:0) 	 	 {opportunity cost}(nselect:0)
{cost}(nselect:0) 	 	 {portage}(nselect:0)
{cost}(nselect:0) 	 	 {charge}(nselect:0)
{possession}(nselect:0) 	 	 {assets}(nselect:0)
{assets}(nselect:0) 	 	 {sum, sum of money, amount, amount of money}(nselect:0)
{sum, sum of money, amount, amount of money}(nselect:0) 	 	 {gain}(nselect:0)
{gain}(nselect:0) 	 	 {financial gain}(nselect:0)
