root(nselect:0) 	 	 Verbo(nselect:0)
{group, grouping}(nselect:0) 	 	 {varna}(nselect:0)
{group, grouping}(nselect:0) 	 	 {circuit}(nselect:0)
{group, grouping}(nselect:0) 	 	 {system, scheme}(nselect:0)
{group, grouping}(nselect:0) 	 	 {series}(nselect:0)
{group, grouping}(nselect:0) 	 	 {actinoid, actinide, actinon}(nselect:0)
{group, grouping}(nselect:0) 	 	 {rare earth, rare-earth element, lanthanoid, lanthanide, lanthanon}(nselect:0)
{group, grouping}(nselect:0) 	 	 {halogen}(nselect:0)
{group, grouping}(nselect:0) 	 	 {citizenry, people}(nselect:6)
{citizenry, people}(nselect:6) 	 	 {country people, countryfolk}(nselect:0)
{citizenry, people}(nselect:6) 	 	 {Achaean, Arcado-Cyprians}(nselect:0)
{citizenry, people}(nselect:6) 	 	 {Aeolian}(nselect:0)
{citizenry, people}(nselect:6) 	 	 {Dorian}(nselect:0)
{citizenry, people}(nselect:6) 	 	 {Ionian}(nselect:0)
{citizenry, people}(nselect:6) 	 	 {electorate}(nselect:0)
{citizenry, people}(nselect:6) 	 	 {governed}(nselect:0)
{abstraction, abstract entity}(nselect:0) 	 	 {attribute}(nselect:0)
{attribute}(nselect:0) 	 	 {state}(nselect:0)
{state}(nselect:0) 	 	 {feeling}(nselect:0)
{feeling}(nselect:0) 	 	 {affect}(nselect:0)
{feeling}(nselect:0) 	 	 {emotion}(nselect:0)
{feeling}(nselect:0) 	 	 {thing}(nselect:0)
{feeling}(nselect:0) 	 	 {glow}(nselect:0)
{feeling}(nselect:0) 	 	 {faintness}(nselect:0)
{feeling}(nselect:0) 	 	 {soul, soulfulness}(nselect:0)
{feeling}(nselect:0) 	 	 {passion, passionateness}(nselect:0)
{feeling}(nselect:0) 	 	 {sentiment}(nselect:0)
{feeling}(nselect:0) 	 	 {complex}(nselect:0)
{feeling}(nselect:0) 	 	 {ambivalence, ambivalency}(nselect:0)
{feeling}(nselect:0) 	 	 {apathy}(nselect:0)
{feeling}(nselect:0) 	 	 {desire}(nselect:0)
{feeling}(nselect:0) 	 	 {sex, sexual urge}(nselect:0)
{feeling}(nselect:0) 	 	 {pleasure, pleasance}(nselect:0)
{feeling}(nselect:0) 	 	 {pain, painfulness}(nselect:0)
{feeling}(nselect:0) 	 	 {pang, stab, twinge}(nselect:0)
{feeling}(nselect:0) 	 	 {liking}(nselect:0)
{feeling}(nselect:0) 	 	 {dislike}(nselect:0)
{feeling}(nselect:0) 	 	 {gratitude}(nselect:0)
{feeling}(nselect:0) 	 	 {ingratitude, ungratefulness}(nselect:0)
{feeling}(nselect:0) 	 	 {unconcern}(nselect:0)
{feeling}(nselect:0) 	 	 {shame}(nselect:0)
{feeling}(nselect:0) 	 	 {pride, pridefulness}(nselect:0)
{feeling}(nselect:0) 	 	 {astonishment, amazement}(nselect:0)
{feeling}(nselect:0) 	 	 {devastation}(nselect:0)
{feeling}(nselect:0) 	 	 {expectation}(nselect:0)
{feeling}(nselect:0) 	 	 {levity}(nselect:0)
{feeling}(nselect:0) 	 	 {gravity, solemnity}(nselect:0)
{feeling}(nselect:0) 	 	 {sensitivity, sensitiveness}(nselect:0)
{feeling}(nselect:0) 	 	 {agitation}(nselect:0)
{feeling}(nselect:0) 	 	 {calmness}(nselect:0)
{feeling}(nselect:0) 	 	 {fearlessness, bravery}(nselect:0)
{feeling}(nselect:0) 	 	 {happiness}(nselect:0)
{feeling}(nselect:0) 	 	 {sadness, unhappiness}(nselect:0)
{feeling}(nselect:0) 	 	 {hope}(nselect:0)
{feeling}(nselect:0) 	 	 {despair}(nselect:0)
{feeling}(nselect:0) 	 	 {affection, affectionateness, fondness, tenderness, heart, warmness, warmheartedness, philia}(nselect:0)
{feeling}(nselect:0) 	 	 {temper, mood, humor, humour}(nselect:0)
{feeling}(nselect:0) 	 	 {sympathy, fellow feeling}(nselect:0)
{feeling}(nselect:0) 	 	 {enthusiasm}(nselect:0)
{feeling}(nselect:0) 	 	 {humility, humbleness}(nselect:4)
{humility, humbleness}(nselect:4) 	 	 {meekness, submission}(nselect:0)
{humility, humbleness}(nselect:4) 	 	 {self-depreciation}(nselect:0)
{state}(nselect:0) 	 	 {condition, status}(nselect:0)
{condition, status}(nselect:0) 	 	 {diversity}(nselect:0)
{condition, status}(nselect:0) 	 	 {anchorage}(nselect:0)
{condition, status}(nselect:0) 	 	 {health}(nselect:0)
{condition, status}(nselect:0) 	 	 {mode}(nselect:0)
{condition, status}(nselect:0) 	 	 {niche, ecological niche}(nselect:0)
{condition, status}(nselect:0) 	 	 {noise conditions}(nselect:0)
{condition, status}(nselect:0) 	 	 {prepossession}(nselect:0)
{condition, status}(nselect:0) 	 	 {regularization, regularisation}(nselect:0)
{condition, status}(nselect:0) 	 	 {saturation}(nselect:0)
{condition, status}(nselect:0) 	 	 {silence}(nselect:0)
{condition, status}(nselect:0) 	 	 {situation, position}(nselect:0)
{condition, status}(nselect:0) 	 	 {ski conditions}(nselect:0)
{condition, status}(nselect:0) 	 	 {nomination}(nselect:0)
{condition, status}(nselect:0) 	 	 {standardization, standardisation}(nselect:0)
{condition, status}(nselect:0) 	 	 {stigmatism}(nselect:0)
{condition, status}(nselect:0) 	 	 {astigmatism, astigmia}(nselect:0)
{condition, status}(nselect:0) 	 	 {way}(nselect:0)
{condition, status}(nselect:0) 	 	 {circumstance}(nselect:0)
{condition, status}(nselect:0) 	 	 {homelessness}(nselect:0)
{condition, status}(nselect:0) 	 	 {reinstatement}(nselect:0)
{condition, status}(nselect:0) 	 	 {place}(nselect:0)
{condition, status}(nselect:0) 	 	 {celibacy}(nselect:0)
{condition, status}(nselect:0) 	 	 {virginity}(nselect:0)
{condition, status}(nselect:0) 	 	 {innocence}(nselect:0)
{condition, status}(nselect:0) 	 	 {purity, pureness, sinlessness, innocence, whiteness}(nselect:0)
{condition, status}(nselect:0) 	 	 {guilt, guiltiness}(nselect:0)
{condition, status}(nselect:0) 	 	 {encapsulation}(nselect:0)
{condition, status}(nselect:0) 	 	 {polarization, polarisation}(nselect:0)
{condition, status}(nselect:0) 	 	 {physical condition, physiological state, physiological condition}(nselect:0)
{condition, status}(nselect:0) 	 	 {hyalinization, hyalinisation}(nselect:0)
{condition, status}(nselect:0) 	 	 {vacuolization, vacuolisation, vacuolation}(nselect:0)
{condition, status}(nselect:0) 	 	 {protuberance}(nselect:0)
{condition, status}(nselect:0) 	 	 {curvature}(nselect:0)
{condition, status}(nselect:0) 	 	 {psychological state, psychological condition, mental state, mental condition}(nselect:0)
{condition, status}(nselect:0) 	 	 {difficulty}(nselect:0)
{condition, status}(nselect:0) 	 	 {improvement, melioration}(nselect:0)
{condition, status}(nselect:0) 	 	 {decline, declination}(nselect:0)
{condition, status}(nselect:0) 	 	 {ennoblement}(nselect:0)
{condition, status}(nselect:0) 	 	 {dominance, ascendance, ascendence, ascendancy, ascendency, control}(nselect:0)
{condition, status}(nselect:0) 	 	 {comfort, comfortableness}(nselect:0)
{condition, status}(nselect:0) 	 	 {discomfort, uncomfortableness}(nselect:0)
{condition, status}(nselect:0) 	 	 {need, demand}(nselect:0)
{condition, status}(nselect:0) 	 	 {fullness}(nselect:0)
{condition, status}(nselect:0) 	 	 {emptiness}(nselect:0)
{condition, status}(nselect:0) 	 	 {nakedness, nudity, nudeness}(nselect:0)
{condition, status}(nselect:0) 	 	 {hairlessness, depilation}(nselect:0)
{condition, status}(nselect:0) 	 	 {dishabille, deshabille}(nselect:0)
{condition, status}(nselect:0) 	 	 {hopefulness}(nselect:0)
{condition, status}(nselect:0) 	 	 {despair, desperation}(nselect:0)
{condition, status}(nselect:0) 	 	 {purity, pureness}(nselect:0)
{condition, status}(nselect:0) 	 	 {impurity, impureness}(nselect:0)
{condition, status}(nselect:0) 	 	 {financial condition}(nselect:0)
{condition, status}(nselect:0) 	 	 {economic condition}(nselect:0)
{condition, status}(nselect:0) 	 	 {sanitary condition}(nselect:0)
{condition, status}(nselect:0) 	 	 {tilth}(nselect:0)
{condition, status}(nselect:0) 	 	 {orderliness, order}(nselect:0)
{condition, status}(nselect:0) 	 	 {disorderliness, disorder}(nselect:0)
{condition, status}(nselect:0) 	 	 {normality, normalcy}(nselect:0)
{condition, status}(nselect:0) 	 	 {lactosuria}(nselect:0)
{condition, status}(nselect:0) 	 	 {environmental condition}(nselect:0)
{condition, status}(nselect:0) 	 	 {climate, mood}(nselect:0)
{condition, status}(nselect:0) 	 	 {atmosphere, ambiance, ambience}(nselect:0)
{condition, status}(nselect:0) 	 	 {unsusceptibility, immunity}(nselect:0)
{condition, status}(nselect:0) 	 	 {immunity, resistance}(nselect:0)
{condition, status}(nselect:0) 	 	 {subservience}(nselect:0)
{condition, status}(nselect:0) 	 	 {susceptibility, susceptibleness}(nselect:0)
{condition, status}(nselect:0) 	 	 {wetness}(nselect:0)
{condition, status}(nselect:0) 	 	 {dryness, waterlessness, xerotes}(nselect:0)
{condition, status}(nselect:0) 	 	 {safety}(nselect:0)
{condition, status}(nselect:0) 	 	 {danger}(nselect:0)
{condition, status}(nselect:0) 	 	 {tension, tensity, tenseness, tautness}(nselect:0)
{condition, status}(nselect:0) 	 	 {atonicity, atony, atonia, amyotonia}(nselect:0)
{condition, status}(nselect:0) 	 	 {laxness, laxity}(nselect:0)
{condition, status}(nselect:0) 	 	 {repair}(nselect:0)
{condition, status}(nselect:0) 	 	 {soundness}(nselect:0)
{condition, status}(nselect:0) 	 	 {mutism, muteness}(nselect:0)
{condition, status}(nselect:0) 	 	 {eye condition}(nselect:0)
{condition, status}(nselect:0) 	 	 {unsoundness}(nselect:0)
{condition, status}(nselect:0) 	 	 {impropriety}(nselect:0)
{condition, status}(nselect:0) 	 	 {iniquity, wickedness, darkness, dark}(nselect:0)
{condition, status}(nselect:0) 	 	 {light, illumination}(nselect:0)
{condition, status}(nselect:0) 	 	 {malady}(nselect:0)
{condition, status}(nselect:0) 	 	 {serration}(nselect:0)
{condition, status}(nselect:0) 	 	 {absolution}(nselect:0)
{condition, status}(nselect:0) 	 	 {automation}(nselect:0)
{condition, status}(nselect:0) 	 	 {brutalization, brutalisation}(nselect:0)
{condition, status}(nselect:0) 	 	 {condemnation}(nselect:0)
{condition, status}(nselect:0) 	 	 {deification}(nselect:0)
{condition, status}(nselect:0) 	 	 {diversification}(nselect:0)
{condition, status}(nselect:0) 	 	 {exoneration}(nselect:0)
{condition, status}(nselect:0) 	 	 {facilitation}(nselect:0)
{condition, status}(nselect:0) 	 	 {frizz}(nselect:0)
{condition, status}(nselect:0) 	 	 {fruition}(nselect:0)
{condition, status}(nselect:0) 	 	 {hospitalization}(nselect:0)
{condition, status}(nselect:0) 	 	 {identification}(nselect:0)
{condition, status}(nselect:0) 	 	 {impaction}(nselect:0)
{condition, status}(nselect:0) 	 	 {ionization, ionisation}(nselect:0)
{condition, status}(nselect:0) 	 	 {irradiation}(nselect:0)
{condition, status}(nselect:0) 	 	 {leakiness}(nselect:0)
{condition, status}(nselect:0) 	 	 {lubrication}(nselect:0)
{condition, status}(nselect:0) 	 	 {mechanization, mechanisation}(nselect:0)
{condition, status}(nselect:0) 	 	 {motivation}(nselect:0)
{condition, status}(nselect:0) 	 	 {mummification}(nselect:0)
{condition, status}(nselect:0) 	 	 {preservation}(nselect:0)
{condition, status}(nselect:0) 	 	 {prognathism}(nselect:0)
{condition, status}(nselect:0) 	 	 {rustication}(nselect:0)
{condition, status}(nselect:0) 	 	 {rustiness}(nselect:0)
{condition, status}(nselect:0) 	 	 {scandalization, scandalisation}(nselect:0)
{condition, status}(nselect:0) 	 	 {submission}(nselect:0)
{condition, status}(nselect:0) 	 	 {urbanization, urbanisation}(nselect:0)
{condition, status}(nselect:0) 	 	 {participation, involvement}(nselect:5)
{state}(nselect:0) 	 	 {status, position}(nselect:0)
{status, position}(nselect:0) 	 	 {rank}(nselect:0)
{rank}(nselect:0) 	 	 {first, number one}(nselect:0)
{rank}(nselect:0) 	 	 {second}(nselect:0)
{rank}(nselect:0) 	 	 {third}(nselect:0)
{rank}(nselect:0) 	 	 {fifth}(nselect:0)
{rank}(nselect:0) 	 	 {sixth}(nselect:0)
{rank}(nselect:0) 	 	 {seventh}(nselect:0)
{rank}(nselect:0) 	 	 {eighth}(nselect:0)
{rank}(nselect:0) 	 	 {ninth}(nselect:0)
{rank}(nselect:0) 	 	 {tenth}(nselect:0)
{rank}(nselect:0) 	 	 {eleventh}(nselect:0)
{rank}(nselect:0) 	 	 {twelfth}(nselect:0)
{rank}(nselect:0) 	 	 {thirteenth}(nselect:0)
{rank}(nselect:0) 	 	 {fourteenth}(nselect:0)
{rank}(nselect:0) 	 	 {fifteenth}(nselect:0)
{rank}(nselect:0) 	 	 {sixteenth}(nselect:0)
{rank}(nselect:0) 	 	 {seventeenth}(nselect:0)
{rank}(nselect:0) 	 	 {eighteenth}(nselect:0)
{rank}(nselect:0) 	 	 {nineteenth}(nselect:0)
{rank}(nselect:0) 	 	 {twentieth}(nselect:0)
{rank}(nselect:0) 	 	 {thirtieth}(nselect:0)
{rank}(nselect:0) 	 	 {fortieth}(nselect:0)
{rank}(nselect:0) 	 	 {fiftieth}(nselect:0)
{rank}(nselect:0) 	 	 {sixtieth}(nselect:0)
{rank}(nselect:0) 	 	 {seventieth}(nselect:0)
{rank}(nselect:0) 	 	 {eightieth}(nselect:0)
{rank}(nselect:0) 	 	 {ninetieth}(nselect:0)
{rank}(nselect:0) 	 	 {hundredth}(nselect:0)
{rank}(nselect:0) 	 	 {thousandth}(nselect:0)
{rank}(nselect:0) 	 	 {millionth}(nselect:0)
{rank}(nselect:0) 	 	 {billionth}(nselect:0)
{rank}(nselect:0) 	 	 {last}(nselect:0)
{rank}(nselect:0) 	 	 {grade, level, tier}(nselect:0)
{rank}(nselect:0) 	 	 {gradation, step}(nselect:0)
{rank}(nselect:0) 	 	 {second class}(nselect:0)
{rank}(nselect:0) 	 	 {military rank, military rating, paygrade, rating}(nselect:0)
{rank}(nselect:0) 	 	 {archidiaconate}(nselect:0)
{rank}(nselect:0) 	 	 {baronetcy, barony}(nselect:0)
{rank}(nselect:0) 	 	 {dukedom}(nselect:0)
{rank}(nselect:0) 	 	 {earldom}(nselect:0)
{rank}(nselect:0) 	 	 {kingship}(nselect:0)
{rank}(nselect:0) 	 	 {princedom}(nselect:0)
{rank}(nselect:0) 	 	 {viscountcy, viscounty}(nselect:0)
{rank}(nselect:0) 	 	 {fourth}(nselect:3)
{state}(nselect:0) 	 	 {skillfulness}(nselect:0)
{skillfulness}(nselect:0) 	 	 {handiness}(nselect:0)
{skillfulness}(nselect:0) 	 	 {coordination}(nselect:0)
{skillfulness}(nselect:0) 	 	 {versatility}(nselect:0)
{skillfulness}(nselect:0) 	 	 {command, control, mastery}(nselect:0)
{skillfulness}(nselect:0) 	 	 {adeptness, adroitness, deftness, facility, quickness}(nselect:0)
{skillfulness}(nselect:0) 	 	 {fluency}(nselect:0)
{skillfulness}(nselect:0) 	 	 {proficiency, technique}(nselect:0)
{skillfulness}(nselect:0) 	 	 {efficiency}(nselect:0)
{skillfulness}(nselect:0) 	 	 {expertness, expertise}(nselect:7)
{expertness, expertise}(nselect:7) 	 	 {professionalism}(nselect:0)
{expertness, expertise}(nselect:7) 	 	 {sophistication}(nselect:0)
{attribute}(nselect:0) 	 	 {quality}(nselect:0)
{quality}(nselect:0) 	 	 {characteristic}(nselect:0)
{characteristic}(nselect:0) 	 	 {compatibility}(nselect:0)
{compatibility}(nselect:0) 	 	 {congenialness, congeniality}(nselect:0)
{compatibility}(nselect:0) 	 	 {harmony, harmoniousness}(nselect:0)
{compatibility}(nselect:0) 	 	 {accord}(nselect:0)
{compatibility}(nselect:0) 	 	 {agreement, correspondence}(nselect:2)
{agreement, correspondence}(nselect:2) 	 	 {conformity, conformance}(nselect:0)
{attribute}(nselect:0) 	 	 {trait}(nselect:0)
{trait}(nselect:0) 	 	 {demeanor, demeanour, behavior, behaviour, conduct, deportment}(nselect:0)
{demeanor, demeanour, behavior, behaviour, conduct, deportment}(nselect:0) 	 	 {propriety, properness, correctitude}(nselect:0)
{propriety, properness, correctitude}(nselect:0) 	 	 {appropriateness, rightness}(nselect:0)
{propriety, properness, correctitude}(nselect:0) 	 	 {correctness}(nselect:0)
{propriety, properness, correctitude}(nselect:0) 	 	 {good form}(nselect:0)
{propriety, properness, correctitude}(nselect:0) 	 	 {priggishness, primness}(nselect:0)
{propriety, properness, correctitude}(nselect:0) 	 	 {modesty, reserve}(nselect:0)
{propriety, properness, correctitude}(nselect:0) 	 	 {seemliness, grace}(nselect:0)
{propriety, properness, correctitude}(nselect:0) 	 	 {decency}(nselect:0)
{propriety, properness, correctitude}(nselect:0) 	 	 {decorum, decorousness}(nselect:3)
{decorum, decorousness}(nselect:3) 	 	 {becomingness}(nselect:0)
{abstraction, abstract entity}(nselect:0) 	 	 {measure, quantity, amount}(nselect:0)
{measure, quantity, amount}(nselect:0) 	 	 {time interval, interval}(nselect:0)
{time interval, interval}(nselect:0) 	 	 {access time}(nselect:0)
{time interval, interval}(nselect:0) 	 	 {distance, space}(nselect:0)
{time interval, interval}(nselect:0) 	 	 {embolism, intercalation}(nselect:0)
{time interval, interval}(nselect:0) 	 	 {seek time}(nselect:0)
{time interval, interval}(nselect:0) 	 	 {time constant}(nselect:0)
{time interval, interval}(nselect:0) 	 	 {time slot, slot}(nselect:0)
{time interval, interval}(nselect:0) 	 	 {lunitidal interval}(nselect:0)
{time interval, interval}(nselect:0) 	 	 {absence}(nselect:0)
{time interval, interval}(nselect:0) 	 	 {pause, intermission, break, interruption, suspension}(nselect:0)
{time interval, interval}(nselect:0) 	 	 {interlude}(nselect:0)
{time interval, interval}(nselect:0) 	 	 {interim, meantime, meanwhile, lag}(nselect:0)
{time interval, interval}(nselect:0) 	 	 {latent period}(nselect:0)
{time interval, interval}(nselect:0) 	 	 {reaction time, response time, latency, latent period}(nselect:0)
{time interval, interval}(nselect:0) 	 	 {eternity}(nselect:0)
{time interval, interval}(nselect:0) 	 	 {lead time}(nselect:0)
{time interval, interval}(nselect:0) 	 	 {period}(nselect:0)
{time interval, interval}(nselect:0) 	 	 {float}(nselect:0)
{time interval, interval}(nselect:0) 	 	 {rotational latency, latency}(nselect:0)
{time interval, interval}(nselect:0) 	 	 {processing time}(nselect:0)
{time interval, interval}(nselect:0) 	 	 {cycle, rhythm, round}(nselect:16)
{measure, quantity, amount}(nselect:0) 	 	 {fundamental quantity, fundamental measure}(nselect:0)
{fundamental quantity, fundamental measure}(nselect:0) 	 	 {time period, period of time, period}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {calendar day, civil day}(nselect:0)
{calendar day, civil day}(nselect:0) 	 	 {day of the week}(nselect:0)
{day of the week}(nselect:0) 	 	 {weekday}(nselect:0)
{weekday}(nselect:0) 	 	 {workday, working day, work day}(nselect:0)
{weekday}(nselect:0) 	 	 {feria}(nselect:0)
{weekday}(nselect:0) 	 	 {Monday, Mon}(nselect:0)
{weekday}(nselect:0) 	 	 {Tuesday, Tues}(nselect:4)
{Tuesday, Tues}(nselect:4) 	 	 {Whit-Tuesday, Whitsun Tuesday}(nselect:0)
{weekday}(nselect:0) 	 	 {Wednesday, Midweek, Wed}(nselect:0)
{weekday}(nselect:0) 	 	 {Thursday, Th}(nselect:0)
{weekday}(nselect:0) 	 	 {Saturday, Sabbatum, Sat}(nselect:0)
{weekday}(nselect:0) 	 	 {Friday, Fri}(nselect:4)
{time period, period of time, period}(nselect:0) 	 	 {calendar month, month}(nselect:0)
{calendar month, month}(nselect:0) 	 	 {Gregorian calendar month}(nselect:0)
{Gregorian calendar month}(nselect:0) 	 	 {January, Jan}(nselect:0)
{Gregorian calendar month}(nselect:0) 	 	 {February, Feb}(nselect:0)
{Gregorian calendar month}(nselect:0) 	 	 {March, Mar}(nselect:0)
{Gregorian calendar month}(nselect:0) 	 	 {April, Apr}(nselect:0)
{Gregorian calendar month}(nselect:0) 	 	 {May}(nselect:0)
{Gregorian calendar month}(nselect:0) 	 	 {July}(nselect:6)
{Gregorian calendar month}(nselect:0) 	 	 {August, Aug}(nselect:0)
{Gregorian calendar month}(nselect:0) 	 	 {September, Sep, Sept}(nselect:0)
{Gregorian calendar month}(nselect:0) 	 	 {October, Oct}(nselect:0)
{Gregorian calendar month}(nselect:0) 	 	 {November, Nov}(nselect:0)
{Gregorian calendar month}(nselect:0) 	 	 {December, Dec}(nselect:0)
{Gregorian calendar month}(nselect:0) 	 	 {June}(nselect:6)
{time period, period of time, period}(nselect:0) 	 	 {trial period, test period}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {time frame}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {hours}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {downtime}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {uptime}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {work time}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {time off}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {bout}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {hospitalization}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {travel time}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {times}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {time}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {elapsed time}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {duration, continuance}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {week, calendar week}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {midweek}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {field day}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {life, lifetime, life-time, lifespan}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {life}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {life}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {millennium, millenary}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {bimillennium, bimillenary}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {occupation}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {past}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {shelf life}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {puerperium}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {lactation}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {time of life}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {festival}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {day, daytime, daylight}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {morning, morn, morning time, forenoon}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {night, nighttime, dark}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {night}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {night}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {night}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {eve}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {evening}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {week, hebdomad}(nselect:7)
{week, hebdomad}(nselect:7) 	 	 {week from Monday}(nselect:0)
{week, hebdomad}(nselect:7) 	 	 {rag, rag week}(nselect:0)
{week, hebdomad}(nselect:7) 	 	 {Holy Week, Passion Week}(nselect:0)
{week, hebdomad}(nselect:7) 	 	 {shiva, shivah, shibah}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {fortnight, two weeks}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {weekend}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {Indian summer, Saint Martin's summer}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {year}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {school, schooltime, school day}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {year}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {semester}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {bimester}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {Olympiad}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {lustrum}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {decade, decennary, decennium}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {century}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {quadrennium}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {quinquennium}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {half-century}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {quarter-century}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {quarter}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {phase of the moon}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {day}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {mid-January}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {mid-February}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {mid-March}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {mid-April}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {mid-May}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {mid-June}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {mid-July}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {mid-August}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {mid-September}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {mid-October}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {mid-November}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {mid-December}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {time limit}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {term}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {trimester}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {hour}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {silly season}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {Golden Age}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {silver age}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {bronze age}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {iron age}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {great year, Platonic year}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {regulation time}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {overtime, extra time}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {season, time of year}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {dog days, canicule, canicular days}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {midwinter}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {season}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {season}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {long time, age, years}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {long run, long haul}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {drought, drouth}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {era, epoch}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {generation}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {prehistory, prehistoric culture}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {reign}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {run}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {youth, early days}(nselect:0)
{time period, period of time, period}(nselect:0) 	 	 {dawn}(nselect:0)
